feature,x,training_density,deployment_density_volvw,deployment_density_mcap
Illiquidity,0.0,1.0,12.580990201370495,11.76384199426157
Illiquidity,0.0033444816053511705,1.0,13.71287260655886,12.679307610902981
Illiquidity,0.006688963210702341,1.0,14.226030587862216,13.177871193724812
Illiquidity,0.010033444816053512,1.0,14.113642598357188,13.237032947353804
Illiquidity,0.013377926421404682,1.0,13.468990911874352,12.8868925243487
Illiquidity,0.016722408026755852,1.0,12.451194129455688,12.2009484063703
Illiquidity,0.020066889632107024,1.0,11.239241372097904,11.279382860751998
Illiquidity,0.023411371237458192,1.0,9.991253921532461,10.229706151565303
Illiquidity,0.026755852842809364,1.0,8.82018756664697,9.149617355667598
Illiquidity,0.030100334448160536,1.0,7.7882980644872015,8.115444690997323
Illiquidity,0.033444816053511704,1.0,6.915512445994728,7.177339681964006
Illiquidity,0.03678929765886287,1.0,6.193988560036792,6.360396411235835
Illiquidity,0.04013377926421405,1.0,5.602265643475261,5.669649910026148
Illiquidity,0.043478260869565216,1.0,5.1154539126476815,5.096633550190257
Illiquidity,0.046822742474916385,1.0,4.710818896788764,4.625626043694101
Illiquidity,0.05016722408026756,1.0,4.369820386182813,4.238503224218634
Illiquidity,0.05351170568561873,1.0,4.078128807272359,3.9178684711078464
Illiquidity,0.056856187290969896,1.0,3.8248533873889943,3.648658006409102
Illiquidity,0.06020066889632107,1.0,3.6016962000994317,3.4186564076412127
Illiquidity,0.06354515050167224,1.0,3.402306358998596,3.218376330603263
Illiquidity,0.06688963210702341,1.0,3.221849722139592,3.040656054097616
Illiquidity,0.07023411371237458,1.0,3.056710608815721,2.880196567941702
Illiquidity,0.07357859531772575,1.0,2.90424300970928,2.733148009988327
Illiquidity,0.07692307692307693,1.0,2.7625320525430217,2.5967807604480204
Illiquidity,0.0802675585284281,1.0,2.630170580660788,2.4692360614714555
Illiquidity,0.08361204013377926,1.0,2.5060777332013084,2.3493340236584395
Illiquidity,0.08695652173913043,1.0,2.3893816924175755,2.236413777712883
Illiquidity,0.0903010033444816,1.0,2.2793670583290293,2.1301854582048656
Illiquidity,0.09364548494983277,1.0,2.17546488738282,2.03058337042281
Illiquidity,0.09698996655518395,1.0,2.077253464811932,1.9376213393569082
Illiquidity,0.10033444816053512,1.0,1.9844441042297014,1.8512615961447585
Illiquidity,0.10367892976588629,1.0,1.8968429300464351,1.771314255348316
Illiquidity,0.10702341137123746,1.0,1.8142966432005068,1.6973833437651278
Illiquidity,0.11036789297658862,1.0,1.7366396679098712,1.6288676727848048
Illiquidity,0.11371237458193979,1.0,1.6636594019116802,1.5650132381338335
Illiquidity,0.11705685618729096,1.0,1.5950883073405064,1.5050022861980057
Illiquidity,0.12040133779264214,1.0,1.5306212875822787,1.4480564751195577
Illiquidity,0.12374581939799331,1.0,1.469948476344315,1.393529882499961
Illiquidity,0.12709030100334448,1.0,1.4127894624203015,1.3409720586986702
Illiquidity,0.13043478260869565,1.0,1.3589156273995522,1.290150163432116
Illiquidity,0.13377926421404682,1.0,1.308152280349975,1.2410297084699493
Illiquidity,0.13712374581939799,1.0,1.2603603750208798,1.1937227320927906
Illiquidity,0.14046822742474915,1.0,1.2154062175158036,1.148418211099821
Illiquidity,0.14381270903010032,1.0,1.1731330067437629,1.105311190353236
Illiquidity,0.1471571906354515,1.0,1.1333471312988248,1.0645447555720584
Illiquidity,0.1505016722408027,1.0,1.0958246516206407,1.0261738679326782
