percentile,dv_weight,vw_weight
5,0.0003243804032486762,0.004038755049088702
25,0.005451016712172183,0.023553033607443694
50,0.04120662683551134,0.0887091882705619
75,0.31025665647384437,0.3815390553923064
95,3.9452469238862036,3.931767774938586
