percentile,dv_weight,vw_weight
5,0.0006839633171509866,0.003916196791058002
25,0.008682142641488439,0.02487301726497377
50,0.057982775030538905,0.09430213486936544
75,0.392109735646443,0.39532242578777066
95,4.032573771962073,3.696728761183092
