Quintile,R2_Standard,R2_Weighted,R2_Improvement
Q1,0.4044547349217553,0.39787843830386693,-0.006576296617888389
Q2,0.1905275701829634,0.19293651453917704,0.002408944356213638
Q3,0.10417889977023531,0.11167881936088309,0.0074999195906477745
Q4,-0.14410082542395397,-0.13004854377272057,0.0140522816512334
Q5,-0.23144604315361583,-0.21903489651511343,0.012411146638502402
Pooled,0.1502716508930968,0.15347545972902443,0.003203808835927635
