model,net_SR_1A_100M,net_SR_1B_100M,net_SR_2A_100M,net_SR_2B_100M,net_training_100M,net_portfolio_100M,net_total_100M,net_interaction_100M,net_training_share_100M,h1_pval_100M,h3_pval_100M,net_SR_1A_500M,net_SR_1B_500M,net_SR_2A_500M,net_SR_2B_500M,net_training_500M,net_portfolio_500M,net_total_500M,net_interaction_500M,net_training_share_500M,h1_pval_500M,h3_pval_500M,net_SR_1A_1B,net_SR_1B_1B,net_SR_2A_1B,net_SR_2B_1B,net_training_1B,net_portfolio_1B,net_total_1B,net_interaction_1B,net_training_share_1B,h1_pval_1B,h3_pval_1B,net_SR_1A_5B,net_SR_1B_5B,net_SR_2A_5B,net_SR_2B_5B,net_training_5B,net_portfolio_5B,net_total_5B,net_interaction_5B,net_training_share_5B,h1_pval_5B,h3_pval_5B
xgboost,0.5593930871236913,0.5311121425683923,0.48302314388603806,0.474498129310328,-0.07636994323765323,-0.028280944555298948,-0.08489495781336331,0.01975592997958886,0.8995816147944635,0.760247950409918,0.864627074585083,0.3938994812874837,0.42458860963243705,0.3391629026026478,0.38101654859588596,-0.05473657868483589,0.030689128344953354,-0.012882932691597737,0.0111645176482848,4.248766953547397,0.9010197960407919,0.5558888222355529,0.2691385777628298,0.3445265392665995,0.23061371853738719,0.310691022077461,-0.038524859225442604,0.0753879615037697,0.04155244431463123,0.004689342036304139,-0.9271382192040488,0.9588082383523295,0.26554689062187564,-0.25708568144461696,0.006189759281091059,-0.22982359979976316,0.012468962298530312,0.027262081644853803,0.263275440725708,0.2695546437431473,-0.02098287862741452,0.10113749578297468,0.9998000399920016,0.0033993201359728054
