yyyymm,R2_std,R2_wt
200001,0.0310268711785137,0.0330277424739833
200002,0.0151942931728528,0.0187946358766498
200003,-0.0519308717646476,-0.0550413132422378
200004,-0.0183744925062574,-0.0130823108685822
200005,0.0030581478573423,0.0048109526110864
200006,0.0082710238950147,0.0130777535552604
200007,0.0180014145617652,0.0206224954854111
200008,0.0177031324082875,0.0053654932351783
200009,-0.016236981791522,-0.0040294326897516
200010,0.0084467037342026,-0.0207397940428459
200011,0.0064599413310373,0.0035234011325432
200012,0.0504263324221703,0.0425535110447017
200101,0.0405626909915526,0.026242697225879
200102,-0.0017569074161214,-0.0163019694417625
200103,0.0611601710751645,0.0425883416049533
200104,0.0635999908746147,0.0507324830608488
200105,-0.010642852210281,0.000311104567124
200106,-0.0033691028160742,0.0003124703455626
200107,-0.0138060529608081,0.0146487735138048
200108,-0.0459979188057033,-0.0409780593467503
200109,0.0319480468083317,0.0335741858654382
200110,0.0252590802616631,0.0199216742026081
200111,0.0157027743085625,0.0190045220017632
200112,0.0392982380608106,0.03976334303488
200201,-0.1206838059150625,-0.0584418548483778
200202,0.0350220752361437,0.0374895189031647
200203,0.0140829359001072,0.0304372610497488
200204,-0.0051823650931541,-0.00500576182481
200205,-0.0903809141295319,-0.0819560999061188
200206,-0.0414423437774373,-0.033735239706292
200207,0.0258083249237668,0.0242639783844452
200208,-0.0334851257995643,-0.0049844908752578
200209,0.0134325673495243,0.0168648152386471
200210,0.0313254241708663,0.0217828360975557
200211,-0.0203396739469647,-0.0232360855872506
200212,0.0315089923101987,0.0275858556805723
200301,-0.0292188400103536,-0.0389785126727635
200302,0.0268347674304887,0.0221674021217231
200303,0.057440113827749,0.0532841585923447
200304,0.0453267199929157,0.0299114510688462
200305,0.0303831226786945,0.0198043372153728
200306,0.0107390346484919,0.0099956506956567
200307,-0.0353493268692535,-0.0253396016240732
200308,0.0066107205675972,0.0096697538200475
200309,-0.0263997641072677,-0.0854721700937208
200310,0.0059405226645812,-0.003935211196733
200311,-0.023615496512632,-0.0402224167144535
200312,0.0403127818743466,0.0250211986755082
200401,0.0019338102291684,0.0084061498633468
200402,0.0062428520273605,0.0055464313650042
200403,-0.0152759587934383,-0.0089505382811072
200404,-0.0152438348002883,-0.0052733044287551
200405,0.0064861066236109,0.0186758797274222
200406,0.0057600102570429,-0.016939612881125
200407,0.0007165096948591,0.0002018458468425
200408,-0.1055288517283992,-0.1544353251959547
200409,-0.0218096217300953,0.001771007849937
200410,0.0603786700193367,0.0772334640727748
200411,0.0937391475353076,0.0748831256695079
200412,-0.1979180122771338,-0.2562605168512855
200501,-0.0417484641266268,-0.005116918956348
200502,-0.1276815127520578,-0.0896581109478047
200503,-0.2054338082438194,-0.1583801310531072
200504,0.0484865135359269,0.0499078052648335
200505,0.0288441673771144,0.0349513507942955
200506,0.0331656126792494,0.0427983612379304
200507,-0.026178534745987,-0.0167446483702453
200508,0.0001417346650346,0.004029849683671
200509,-0.0805575719234261,-0.060488130537786
200510,0.0201389922067117,0.0241293435007322
200511,0.0097931911375775,0.0139464176989825
200512,0.0655229617257669,0.0602234407321706
200601,-0.0164808225568531,-0.0091477662804451
200602,0.041313917498444,0.0364559089141514
200603,0.0030306153112271,0.0040406491587768
200604,-0.1233764693987213,-0.0706138795043422
200605,-0.0621769654763078,-0.0501573376384614
200606,-0.0733924127418612,-0.063329113265099
200607,0.0011864930503191,0.0191583639568196
200608,-0.0261551674905171,-0.0240958278434466
200609,0.0499082924783077,0.0484377778894352
200610,0.0151644568850231,0.0151639021767355
200611,-0.0114466470999161,-0.0073525685899562
200612,0.0253921643157327,0.0251373003108101
200701,0.0097363894178846,0.0019897213545198
200702,-0.0280782981920899,-0.0138258739997183
200703,0.0241524109800949,0.0253361635887173
200704,0.0044433055353889,0.0099113998249362
200705,-0.0282373401092799,-0.0246801035597217
200706,-0.0369674988066006,-0.0266918469626817
200707,-0.0226999469059614,-0.022676108025921
200708,-0.0107606740689083,0.0136724403919643
200709,0.0609299118947009,0.0178281873836568
200710,-0.0837533436123247,-0.0778662851739697
200711,-0.0325021644254333,-0.0243841363232091
200712,-0.033095361388532,-0.0345791354842555
200801,-0.0119280968456101,-0.0147188000442572
200802,-0.042546177267789,-0.0356186775411493
200803,0.0210529427174375,0.0222249839035595
200804,0.0300015423946696,0.0305180321750789
200805,-0.059124207310599,-0.0523922588949239
200806,-0.0035922114642508,-0.0056523350950608
200807,-0.0010871656903967,0.0015050911594726
200808,-0.0563997063964012,-0.0582892923723985
200809,-0.0379917613575484,-0.0365521693008434
200810,-0.0342244832474381,-0.0368539450455764
200811,0.0062220630602691,-0.0044348834017895
200812,0.0140701843252142,0.0032488869504518
200901,0.0024696214277957,0.0097989243286479
200902,0.0070449054979631,-0.0012334718540063
200903,0.0248448683041115,0.0253898767111466
200904,-0.0012277409738528,-0.0024123884873419
200905,0.0028471354666287,-0.0014942327675291
200906,0.0229715568901784,0.0222423131945987
200907,0.0230658279326299,0.0181961847338492
200908,0.0359365608262149,0.0362601292924674
200909,-0.0459630566065645,-0.0459972462433877
200910,0.0008781191119697,0.0032395857164915
200911,0.0156942829279272,0.0196110510177029
200912,0.0252703170016406,0.0111136796406325
201001,0.0090236175810842,0.015740558927439
201002,0.0266368057970785,0.0175582179595938
201003,0.0436019313942032,0.04454360192383
201004,-0.084732017611945,-0.0688276423626672
201005,-0.111050103183192,-0.1014569401302325
201006,0.0321516752353324,0.0247556540452824
201007,-0.0589417378505399,-0.051901677958271
201008,0.052836498370411,0.0522114803889163
201009,0.0292208768662932,0.0340114104315339
201010,-0.0115470859569064,-0.0042725385973572
