Quintile,R2_Standard,R2_Weighted,R2_Improvement
Q1,0.4044547349217553,0.4012001508469698,-0.003254584074785516
Q2,0.1905275701829634,0.19218424136815404,0.001656671185190639
Q3,0.10417889977023531,0.10842754019718681,0.0042486404269515
Q4,-0.14410082542395397,-0.1357097949067132,0.008391030517240772
Q5,-0.23144604315361583,-0.223183190966747,0.008262852186868841
Pooled,0.1502716508930968,0.15250174723324683,0.002230096340150034
