quintile,r2_pooled_pct,r2_own_pct,delta_pp,N_train/month
Q1,0.5712671899831712,0.4476865767012894,-0.12358061328188175,2848
Q2,-0.15523071139151856,-0.5557683710180283,-0.4005376596265098,1282
Q3,-0.15830172037525347,-1.2842450375436743,-1.1259433171684208,1057
Q4,-0.12379418038397372,-1.841681610056134,-1.7178874296721602,851
Q5,-0.14389935798022613,-3.2700600596564655,-3.1261607016762394,725
