ret_long,ret_short,ret_long_short,n_long,n_short,yyyymm,turnover,ret_ls_net_100M,ret_ls_net_500M,ret_ls_net_1B,ret_ls_net_5B
0.20230819736842107,0.23074224999999998,-0.028434052631578915,152,152,200001,0.0,-0.028434052631578915,-0.028434052631578915,-0.028434052631578915,-0.028434052631578915
-0.033308045751633986,-0.026632019607843144,-0.006676026143790842,153,153,200002,3.254901960784303,-0.04835277559070295,-0.0607781194858502,-0.07008867039054306,-0.1093810578100767
-0.03905312666666666,-0.20385306666666664,0.16479993999999998,150,150,200003,3.3856209150326686,0.12015753886432892,0.10855891558419063,0.09986784245290634,0.06318977516541613
-0.09850615584415584,-0.11827486363636364,0.019768707792207796,154,154,200004,3.0259740259740258,-0.028819586474858133,-0.04412637472206203,-0.05559604770379774,-0.10400036222685868
0.16777620915032684,0.13883335947712422,0.028942849673202625,153,153,200005,2.7532467532467484,-0.00828847933399994,-0.02070482866997036,-0.030008639777214782,-0.06927258390320087
-0.012878367741935473,-0.055047522580645145,0.04216915483870967,155,155,200006,3.083870967741925,0.003787404197227305,-0.008799106443794107,-0.018230422713555773,-0.05803246413312918
0.17842781935483865,0.059844286252851604,0.11858353310198705,155,155,200007,2.7999999999999914,0.08351501994529548,0.07122223084042055,0.062011005808146856,0.02313779344063993
-0.05207342207792208,-0.07356604545454543,0.021492623376623346,154,154,200008,2.3870967741935454,-0.004238339789507176,-0.013392865546318564,-0.020252529052324345,-0.04920168134252517
-0.07027754901960784,-0.11716601960784316,0.04688847058823532,153,153,200009,2.805194805194799,0.015633304736470524,0.005982038164622151,-0.001249842857765332,-0.0317698275302514
-0.19167752597402596,-0.15752197402597404,-0.03415555194805192,154,154,200010,2.714285714285709,-0.07547065400214237,-0.0891401489201491,-0.09938296628999646,-0.1426097046949943
0.025004673202614396,-0.03263569934640524,0.05764037254901964,153,153,200011,2.5454545454545388,0.021679321781865227,0.00957323802531429,0.0005019149277007001,-0.037780883287767554
0.2391061073825504,0.29246510067114095,-0.05335899328859056,149,149,200012,2.8496732026143774,-0.10514144070506154,-0.12243236954004737,-0.13538879750422067,-0.19006751548265768
-0.05319723333333331,-0.18904595333333327,0.13584871999999995,150,150,200101,2.906666666666669,0.0941672077177485,0.07985310525022256,0.06912727095513006,0.023862104496711806
-0.04640587333333332,-0.10764138666666662,0.0612355133333333,150,150,200102,2.7333333333333307,0.029569617079972743,0.01874337505383633,0.010631062160007039,-0.023604521142820065
0.11980683802816902,0.10245147183098592,0.0173553661971831,142,142,200103,2.639999999999997,-0.0194006955626252,-0.033506479503961066,-0.044076216691492545,-0.08868262212834066
0.11274940816326531,0.005354408163265314,0.107395,147,147,200104,2.6394557823129237,0.07313040378767904,0.05958454970620512,0.04943437881054413,0.006598627060798556
0.051379142857142866,-0.03981292517006802,0.09119206802721089,147,147,200105,2.7210884353741522,0.06518914490076018,0.05550165504546286,0.04824263121501045,0.017608098462495905
-0.048385209459459455,-0.09397339189189188,0.04558818243243243,148,148,200106,2.945945945945951,0.014834372118044174,0.003649125475967345,-0.0047321965318100415,-0.04010305211152303
-0.016539323069722965,-0.10249104054054053,0.08595171747081756,148,148,200107,2.7027027027027115,0.05974024357770804,0.0513619639736447,0.04508395674860154,0.01858951032602771
-0.1308721632653061,-0.2488905510204081,0.11801838775510201,147,147,200108,2.554054054054058,0.09352189118948517,0.08517910795785147,0.07892769885236359,0.052545501815340956
0.1560502721088435,0.15597508163265306,7.519047619045094e-05,147,147,200109,2.734693877551023,-0.03623301621226301,-0.05017404989277133,-0.06062033651805361,-0.10470575588558
0.10939741216216214,0.13825297297297295,-0.02885556081081081,148,148,200110,2.662162162162166,-0.06508977727569402,-0.07770045698691103,-0.08714988360921308,-0.12702835433953324
0.06319358783783782,0.08812037162162162,-0.024926783783783796,148,148,200111,2.445945945945953,-0.05292070108537776,-0.0633989750691232,-0.07125054876738367,-0.10438576050330542
0.0229473611111111,-0.05692823448275859,0.0798755955938697,144,145,200112,2.4054054054054075,0.05426293579833301,0.04547623659392515,0.03889219264977211,0.011106210049053891
-0.06960017123287669,-0.10951884931506847,0.03991867808219178,146,146,200201,2.506849315068494,0.01585155375220111,0.008082860917846761,0.002261628869257175,-0.022305134929531692
0.1098781506849315,0.1247460136986301,-0.014867863013698607,146,146,200202,2.438356164383569,-0.03931826152263668,-0.04773410145949267,-0.0540402533695775,-0.08065347599345007
0.030433107913669075,-0.07415241726618707,0.10458552517985614,139,139,200203,2.424657534246575,0.0830570977773085,0.07653917246616794,0.07165516475463404,0.05104367515256822
-0.0064013103448275835,-0.041981027397260264,0.03557971705243268,145,146,200204,2.4198393953708077,0.013604275620119451,0.006782369024336859,0.001670582246998717,-0.019902180580599907
-0.050423054421768684,-0.12906765306122447,0.07864459863945579,147,147,200205,2.2176870748299367,0.057121716312919006,0.0508586140568876,0.04616555019739551,0.026359881849797324
-0.149495,-0.23207017567567567,0.08257517567567568,148,148,200206,2.4324324324324356,0.05770089056121098,0.050259488544723695,0.04468350184677425,0.0211517224897046
0.031111689189189176,-0.010126695945945948,0.04123838513513513,148,148,200207,2.8108108108108203,0.0036907825287706766,-0.008285300850245217,-0.017259212146392207,-0.05513091307216818
-0.11519414864864863,-0.13111970945945944,0.015925560810810813,148,148,200208,2.6621621621621707,-0.020951805391390667,-0.03403933451641995,-0.04384607364279732,-0.08523247462168053
0.10195052739726027,0.1369771232876712,-0.03502659589041093,146,146,200209,2.6756756756756825,-0.06648906162167417,-0.07789607994260984,-0.08644357976587952,-0.12251573897130594
0.16542165753424656,0.3326081301369863,-0.16718647260273975,146,146,200210,2.5342465753424737,-0.2010412241727383,-0.21368002966052368,-0.22315053147210695,-0.2631179437173442
-0.06775279310344827,-0.12701605297326896,0.059263259869820686,145,145,200211,2.5753424657534296,0.0301674918533728,0.020310998017749382,0.012925336230617479,-0.018243634033361794
-0.03320683802816901,-0.06095458450704222,0.02774774647887321,142,142,200212,3.0758620689655167,-0.005568097020521287,-0.016511481560078,-0.024711571608689337,-0.05931759206476149
-0.035419524475524475,-0.02444427972027971,-0.010975244755244765,143,143,200301,2.7832167832167842,-0.03808184998222869,-0.04717108144155009,-0.05398181866545878,-0.08272449225737034
0.0036215352112676054,-0.015453401408450702,0.01907493661971831,142,142,200302,2.489510489510489,-0.007665072599187285,-0.017630335104442525,-0.02509749936297388,-0.05661042636105601
0.16961036231884058,0.1149500144927536,0.054660347826086975,138,138,200303,2.8591549295774685,0.023967829158362326,0.012060864697707292,0.0031387455461728067,-0.03451438216817522
0.1542660921985816,0.18527997887323944,-0.031013886674657848,141,142,200304,2.571571271601241,-0.05642201694020295,-0.06622824138912625,-0.07357623535090313,-0.10458623985633023
0.044766915492957735,0.0346077042253521,0.010159211267605633,142,142,200305,2.5492957746478835,-0.011608502429200286,-0.018976331728328997,-0.024497188963790766,-0.04779631096035956
0.11657867605633804,0.05338618309859155,0.06319249295774648,142,142,200306,2.788732394366194,0.03819927715331628,0.03178498430873656,0.026978630412134136,0.006694855443941813
0.09321508450704225,0.06427827972027969,0.028936804786762554,142,143,200307,2.1192750911060747,0.010628028919037427,0.005444379040552227,0.0015601697604702182,-0.014831970448398124
0.008239401408450708,-0.015662140845070407,0.023901542253521115,142,142,200308,2.0897271742342145,0.00749299386503029,0.002384200750195225,-0.001443916906636214,-0.017599339244101248
0.14960252112676056,0.08219545070422536,0.0674070704225352,142,142,200309,2.0704225352112653,0.050864416976506954,0.04671252025978404,0.043601423612618165,0.030471973377998875
0.0711263333333333,0.0054049444444444405,0.06572138888888887,144,144,200310,2.152777777777776,0.04939556692867922,0.04547332035761012,0.042534305013740406,0.030131072304376547
-0.009529356643356642,0.011118342657342649,-0.02064769930069929,143,143,200311,2.34722222222222,-0.03875756120682656,-0.04335199351212855,-0.046794690649339034,-0.06132356128955144
0.07678087943262413,0.02110087234042554,0.055680007092198586,141,141,200312,3.3426573426573434,0.03167226305113422,0.02618123718915377,0.02206670512964913,0.004702556714901614
-0.012164330985915482,0.013921415492957744,-0.026085746478873226,142,142,200401,3.070422535211258,-0.048453446833207334,-0.05317930738533087,-0.05672048625412747,-0.07166496950317883
-0.01778382394366197,-0.009251133802816894,-0.008532690140845074,142,142,200402,2.338028169014082,-0.024683686725512705,-0.028199337616890557,-0.03083368294073194,-0.04195114721548717
-0.10460390647482017,-0.07741989208633096,-0.027184014388489205,139,139,200403,2.3802816901408383,-0.04562178344761986,-0.049570210629202714,-0.052528843611743925,-0.06501486668086501
0.02593511347517731,0.00257847183098591,0.0233566416441914,141,142,200404,2.854559984017574,0.0009313633748878961,-0.004027365508847969,-0.0077430371300273824,-0.023423914701897038
0.03748190931278872,0.032726992957746476,0.0047549163550422435,142,142,200405,2.7183098591549246,-0.01676882176258591,-0.021765277211906776,-0.025509218079579635,-0.0413093975269936
-0.08523403546099291,-0.1385965035460993,0.053362468085106377,141,141,200406,3.1690140845070323,0.032160368751942614,0.02794685142765228,0.02478958126542108,0.01146526956008527
