percentile,dv_weight,vw_weight
5,0.0006238868075881781,0.003932375664204831
25,0.008236770588343666,0.02471128099491496
50,0.05581940218304368,0.09363081314282204
75,0.382649417805733,0.39378486531235185
95,4.022793244578142,3.720556660990556
