percentile,dv_weight,vw_weight
5,0.0005323850920418641,0.0037114207400077395
25,0.006756227989701194,0.022650206742626626
50,0.04535293503714033,0.08512899587859019
75,0.33169841597573174,0.36780265679486557
95,3.8384218600214943,3.549066103331451
