percentile,dv_weight,vw_weight
5,0.000771017817315935,0.0041977782154430515
25,0.01037421531825592,0.02729510194977413
50,0.06972237293556006,0.10371259886535003
75,0.4431711155451944,0.42278703374956095
95,4.182477213110736,3.867128026844325
