feature,x,training_density,deployment_density_volvw,deployment_density_mcap
Illiquidity,0.0,1.0,10.825064828589284,10.474251034392786
Illiquidity,0.0033444816053511705,1.0,11.7341103033214,11.181313656873773
Illiquidity,0.006688963210702341,1.0,12.245245515241596,11.611530143959353
Illiquidity,0.010033444816053512,1.0,12.340293005078841,11.747408783267998
Illiquidity,0.013377926421404682,1.0,12.054274325921215,11.598576766083129
Illiquidity,0.016722408026755852,1.0,11.46357215353033,11.198884862216927
Illiquidity,0.020066889632107024,1.0,10.666928822630947,10.600074045227155
Illiquidity,0.023411371237458192,1.0,9.765227941960406,9.863492383629392
Illiquidity,0.026755852842809364,1.0,8.84529955812171,9.051590454513713
Illiquidity,0.030100334448160536,1.0,7.9706853424481405,8.220718630316266
Illiquidity,0.033444816053511704,1.0,7.1795948063975965,7.416219357691021
Illiquidity,0.03678929765886287,1.0,6.488252259523671,6.670147968715989
Illiquidity,0.04013377926421405,1.0,5.896993373481371,6.001363062753537
Illiquidity,0.043478260869565216,1.0,5.396719045797148,5.417337062858408
Illiquidity,0.046822742474916385,1.0,4.974177030203572,4.9168950068435215
Illiquidity,0.05016722408026756,1.0,4.6154948191438825,4.493160336683937
Illiquidity,0.05351170568561873,1.0,4.3080852388397535,4.136188093724126
Illiquidity,0.056856187290969896,1.0,4.041381999671579,3.8350072313572645
Illiquidity,0.06020066889632107,1.0,3.80690253959141,3.5790039045988076
Illiquidity,0.06354515050167224,1.0,3.5980149118589817,3.3587193965498625
Illiquidity,0.06688963210702341,1.0,3.4096259090708174,3.1662043296632336
Illiquidity,0.07023411371237458,1.0,3.2378812715014975,2.9950804204913783
Illiquidity,0.07357859531772575,1.0,3.0798986415225946,2.8404358245388037
Illiquidity,0.07692307692307693,1.0,2.9335309659003017,2.6986419106946777
Illiquidity,0.0802675585284281,1.0,2.797160734617931,2.567143160700799
Illiquidity,0.08361204013377926,1.0,2.669533443117224,2.444245288540924
Illiquidity,0.08695652173913043,1.0,2.549639978647146,2.3289112096569022
Illiquidity,0.0903010033444816,1.0,2.436649921693017,2.220568301563732
Illiquidity,0.09364548494983277,1.0,2.32988565524127,2.118930237858058
Illiquidity,0.09698996655518395,1.0,2.2288177026018072,2.023839210657658
Illiquidity,0.10033444816053512,1.0,2.1330599206227414,1.9351368128911854
Illiquidity,0.10367892976588629,1.0,2.042349761842794,1.8525723261573104
Illiquidity,0.10702341137123746,1.0,1.9565103466380533,1.7757547608988231
Illiquidity,0.11036789297658862,1.0,1.8754021604750912,1.7041498981604661
Illiquidity,0.11371237458193979,1.0,1.7988782142581055,1.6371169161881394
Illiquidity,0.11705685618729096,1.0,1.7267555957728935,1.5739727003542432
Illiquidity,0.12040133779264214,1.0,1.6588097305991685,1.5140674714164406
Illiquidity,0.12374581939799331,1.0,1.5947887583644786,1.4568542724006774
Illiquidity,0.12709030100334448,1.0,1.5344381579483246,1.401937542105179
Illiquidity,0.13043478260869565,1.0,1.4775230447239578,1.3490918127465292
Illiquidity,0.13377926421404682,1.0,1.4238382775214993,1.2982489764852165
Illiquidity,0.13712374581939799,1.0,1.3732032071590377,1.249459664659679
Illiquidity,0.14046822742474915,1.0,1.325445443125818,1.2028393658054506
Illiquidity,0.14381270903010032,1.0,1.2803829588870035,1.1585119406145714
Illiquidity,0.1471571906354515,1.0,1.2378140297766944,1.116562047077035
Illiquidity,0.1505016722408027,1.0,1.1975200921928775,1.0770043817603943
Illiquidity,0.15384615384615385,1.0,1.1592800837009394,1.0397728228547067
Illiquidity,0.15719063545150502,1.0,1.1228895612101075,1.0047278895791498
Illiquidity,0.1605351170568562,1.0,1.0881763780536258,0.9716774957760493
Illiquidity,0.16387959866220736,1.0,1.0550072228225866,0.940404335604321
Illiquidity,0.16722408026755853,1.0,1.0232840381364265,0.9106933865437616
Illiquidity,0.1705685618729097,1.0,0.9929335405179627,0.8823544921020544
Illiquidity,0.17391304347826086,1.0,0.9638948135495508,0.8552371159376604
Illiquidity,0.17725752508361203,1.0,0.9361090173342967,0.8292364820105382
Illiquidity,0.1806020066889632,1.0,0.909512909104779,0.8042919680957861
Illiquidity,0.18394648829431437,1.0,0.8840357885154418,0.7803796053392015
Illiquidity,0.18729096989966554,1.0,0.8595986866169274,0.757500894433772
Illiquidity,0.1906354515050167,1.0,0.8361150355986372,0.7356700617441947
Illiquidity,0.1939799331103679,1.0,0.8134928759831577,0.7149015608191324
Illiquidity,0.19732441471571907,1.0,0.7916390544134421,0.6951992403036075
Illiquidity,0.20066889632107024,1.0,0.7704655272513283,0.6765482283180128
Illiquidity,0.2040133779264214,1.0,0.7498970581982789,0.6589102338528211
Illiquidity,0.20735785953177258,1.0,0.7298787649912235,0.6422226107246076
Illiquidity,0.21070234113712374,1.0,0.7103815092975516,0.6264011456179471
Illiquidity,0.2140468227424749,1.0,0.6914031896793305,0.6113461216186095
Illiquidity,0.21739130434782608,1.0,0.6729646099680832,0.5969508060207802
Illiquidity,0.22073578595317725,1.0,0.6550997424064589,0.5831111715814395
Illiquidity,0.22408026755852842,1.0,0.6378417958873471,0.5697354474408363
Illiquidity,0.22742474916387959,1.0,0.6212082054657012,0.5567520672434648
Illiquidity,0.23076923076923075,1.0,0.6051888392662439,0.5441147749387397
Illiquidity,0.23411371237458192,1.0,0.5897416167353636,0.5318040658279677
Illiquidity,0.23745819397993312,1.0,0.5747979178525744,0.5198247369996188
Illiquidity,0.2408026755852843,1.0,0.5602769576033715,0.5082000019477544
Illiquidity,0.24414715719063546,1.0,0.546104848749242,0.4969632545166039
Illiquidity,0.24749163879598662,1.0,0.5322319115242653,0.4861490028996769
Illiquidity,0.2508361204013378,1.0,0.5186420635647057,0.4757846205597103
Illiquidity,0.25418060200668896,1.0,0.5053509410264477,0.46588433071695345
Illiquidity,0.25752508361204013,1.0,0.4923936681075931,0.45644629728469804
Illiquidity,0.2608695652173913,1.0,0.4798071028582984,0.4474529664942699
Illiquidity,0.26421404682274247,1.0,0.4676132929433676,0.43887407380552756
Illiquidity,0.26755852842809363,1.0,0.45581004955141413,0.4306711893931065
Illiquidity,0.2709030100334448,1.0,0.44437147007782646,0.4228024629775164
Illiquidity,0.27424749163879597,1.0,0.43325729904973986,0.4152263936381556
Illiquidity,0.27759197324414714,1.0,0.42242683977374357,0.40790393150586873
Illiquidity,0.2809364548494983,1.0,0.41185188443201753,0.4007988598787515
Illiquidity,0.2842809364548495,1.0,0.4015240972216467,0.39387700249620206
Illiquidity,0.28762541806020064,1.0,0.39145483684003624,0.38710515992752115
Illiquidity,0.2909698996655518,1.0,0.3816683630727836,0.3804506877832172
Illiquidity,0.294314381270903,1.0,0.3721915533857219,0.3738822934944863
Illiquidity,0.29765886287625415,1.0,0.363043957182104,0.36737207449247566
Illiquidity,0.3010033444816054,1.0,0.35423123916560895,0.3608982545814394
Illiquidity,0.30434782608695654,1.0,0.34574339600326975,0.3544477087108586
Illiquidity,0.3076923076923077,1.0,0.33755738460590745,0.3480173380531904
Illiquidity,0.3110367892976589,1.0,0.3296426193870485,0.3416136802392549
Illiquidity,0.31438127090301005,1.0,0.3219674228603748,0.33525069503029037
Illiquidity,0.3177257525083612,1.0,0.314504801664699,0.328946248186717
Illiquidity,0.3210702341137124,1.0,0.3072365201697813,0.32271821243904997
Illiquidity,0.32441471571906355,1.0,0.30015503205150246,0.31658117430942534
Illiquidity,0.3277591973244147,1.0,0.29326324429443834,0.31054446469903235
Illiquidity,0.3311036789297659,1.0,0.2865723360522068,0.30461173392298646
Illiquidity,0.33444816053511706,1.0,0.2800980339547769,0.2987817647690443
Illiquidity,0.3377926421404682,1.0,0.27385594164453236,0.29304986169717867
Illiquidity,0.3411371237458194,1.0,0.26785674183203595,0.2874090988636777
Illiquidity,0.34448160535117056,1.0,0.2621022499302343,0.281850960380377
Illiquidity,0.34782608695652173,1.0,0.2565832649644723,0.27636534576433
Illiquidity,0.3511705685618729,1.0,0.25127983265437037,0.2709403482990914
Illiquidity,0.35451505016722407,1.0,0.24616392410348212,0.2655624517438229
Illiquidity,0.35785953177257523,1.0,0.24120382097677426,0.26021771811880107
Illiquidity,0.3612040133779264,1.0,0.23636897441630325,0.25489416842312546
Illiquidity,0.36454849498327757,1.0,0.23163402612706882,0.2495850240651754
Illiquidity,0.36789297658862874,1.0,0.22698110708998834,0.24429198588689063
Illiquidity,0.3712374581939799,1.0,0.22240026281769318,0.23902747885842882
Illiquidity,0.3745819397993311,1.0,0.2178885277087143,0.23381490022006612
Illiquidity,0.37792642140468224,1.0,0.21344846069789492,0.22868636806743492
Illiquidity,0.3812709030100334,1.0,0.20908676938685705,0.22367814518648718
Illiquidity,0.3846153846153846,1.0,0.2048131780030357,0.21882460186801242
Illiquidity,0.3879598662207358,1.0,0.20063927090415648,0.21415206608998036
Illiquidity,0.391304347826087,1.0,0.19657693418093136,0.2096740344606318
Illiquidity,0.39464882943143814,1.0,0.1926362649379893,0.20538893399365882
Illiquidity,0.3979933110367893,1.0,0.188823237379301,0.20128100504846996
Illiquidity,0.4013377926421405,1.0,0.18513773603691033,0.19732409099789824
Illiquidity,0.40468227424749165,1.0,0.18157260424331745,0.1934873914461667
Illiquidity,0.4080267558528428,1.0,0.17811410532579303,0.18974176852316166
Illiquidity,0.411371237458194,1.0,0.17474379988846825,0.18606511715730778
Illiquidity,0.41471571906354515,1.0,0.1714414856586014,0.18244562945820897
Illiquidity,0.4180602006688963,1.0,0.16818863396392514,0.17888238946010554
Illiquidity,0.4214046822742475,1.0,0.16497168814980495,0.175383435217891
Illiquidity,0.42474916387959866,1.0,0.1617846030321321,0.1719620141324506
Illiquidity,0.4280936454849498,1.0,0.15863005968110544,0.16863208376382957
Illiquidity,0.431438127090301,1.0,0.15551891225729916,0.16540412475956115
Illiquidity,0.43478260869565216,1.0,0.15246768470605185,0.16228208984417455
Illiquidity,0.43812709030100333,1.0,0.14949437777146987,0.15926193562515384
Illiquidity,0.4414715719063545,1.0,0.14661341031065897,0.1563318048770477
Illiquidity,0.44481605351170567,1.0,0.14383101739248072,0.15347363800277042
Illiquidity,0.44816053511705684,1.0,0.14114260805177883,0.15066582256333583
Illiquidity,0.451505016722408,1.0,0.1385332479704165,0.1478864162012638
Illiquidity,0.45484949832775917,1.0,0.13598155864268568,0.14511645884924232
Illiquidity,0.45819397993311034,1.0,0.13346614525481576,0.1423428969628089
Illiquidity,0.4615384615384615,1.0,0.13097261253966025,0.1395606779320887
Illiquidity,0.4648829431438127,1.0,0.12849877039868687,0.13677366123595985
Illiquidity,0.46822742474916385,1.0,0.12605605501892603,0.13399415647287144
Illiquidity,0.47157190635451507,1.0,0.12366642961274445,0.13124113219065076
Illiquidity,0.47491638795986624,1.0,0.12135564371937196,0.12853740100456953
Illiquidity,0.4782608695652174,1.0,0.11914507777113953,0.1259063063498642
Illiquidity,0.4816053511705686,1.0,0.11704491516512185,0.1233685441888079
Illiquidity,0.48494983277591974,1.0,0.11505084464603342,0.12093970778062346
Illiquidity,0.4882943143812709,1.0,0.11314513081448069,0.11862895172024773
Illiquidity,0.4916387959866221,1.0,0.11130127991255223,0.11643888712502826
Illiquidity,0.49498327759197325,1.0,0.10949033934016088,0.11436652654323794
Illiquidity,0.4983277591973244,1.0,0.10768656122581119,0.1124048784701502
Illiquidity,0.5016722408026756,1.0,0.10587078861654158,0.11054470320977906
Illiquidity,0.5050167224080268,1.0,0.10403113350755147,0.10877599600518421
Illiquidity,0.5083612040133779,1.0,0.10216172263829662,0.10708892735387768
Illiquidity,0.5117056856187291,1.0,0.10026094809157692,0.10547418201537244
Illiquidity,0.5150501672240803,1.0,0.09833052573994319,0.10392282842902019
Illiquidity,0.5183946488294314,1.0,0.09637587948475172,0.10242596593905391
Illiquidity,0.5217391304347826,1.0,0.0944073796157442,0.1009744157726902
Illiquidity,0.5250836120401338,1.0,0.09244128554724483,0.09955865396604488
Illiquidity,0.5284280936454849,1.0,0.09049920842986167,0.09816906615974419
Illiquidity,0.5317725752508361,1.0,0.08860551784464916,0.0967964806387465
Illiquidity,0.5351170568561873,1.0,0.0867830609706622,0.09543284570005885
Illiquidity,0.5384615384615384,1.0,0.08504839307295638,0.09407188108165411
Illiquidity,0.5418060200668896,1.0,0.08340806037919835,0.09270955064345164
Illiquidity,0.5451505016722408,1.0,0.08185719078147884,0.09134425858223061
Illiquidity,0.5484949832775919,1.0,0.08038087060314122,0.08997674112074322
Illiquidity,0.5518394648829431,1.0,0.07895784902193356,0.08860968898432951
Illiquidity,0.5551839464882943,1.0,0.07756539016718977,0.0872471800340416
Illiquidity,0.5585284280936454,1.0,0.07618384610857228,0.08589402198768331
Illiquidity,0.5618729096989966,1.0,0.07479979905364463,0.08455510456615568
Illiquidity,0.5652173913043478,1.0,0.07340725055214078,0.08323484412895449
Illiquidity,0.568561872909699,1.0,0.07200702743089783,0.08193677803344455
Illiquidity,0.5719063545150501,1.0,0.07060505148599518,0.08066333633770385
Illiquidity,0.5752508361204013,1.0,0.06921024221038333,0.07941579032508689
Illiquidity,0.5785953177257525,1.0,0.06783263104208319,0.07819435511521838
Illiquidity,0.5819397993311036,1.0,0.06648193723202887,0.07699841012948745
Illiquidity,0.5852842809364548,1.0,0.06516658713209306,0.07582679656078385
Illiquidity,0.588628762541806,1.0,0.063893062385705,0.07467815263948319
Illiquidity,0.5919732441471571,1.0,0.06266551904194823,0.07355125122806128
Illiquidity,0.5953177257525083,1.0,0.061485715635970876,0.0724453066439424
Illiquidity,0.5986622073578595,1.0,0.06035330491004982,0.07136021787638364
Illiquidity,0.6020066889632107,1.0,0.05926643923759473,0.07029671607098538
Illiquidity,0.6053511705685619,1.0,0.05822247517651517,0.06925638958159137
Illiquidity,0.6086956521739131,1.0,0.057218458708066425,0.06824157314023754
Illiquidity,0.6120401337792643,1.0,0.05625112697357235,0.06725510811803022
Illiquidity,0.6153846153846154,1.0,0.05531637986395046,0.0663000034591543
Illiquidity,0.6187290969899666,1.0,0.05440845812113984,0.06537904443359488
Illiquidity,0.6220735785953178,1.0,0.053519268051166455,0.06449440313475255
Illiquidity,0.6254180602006689,1.0,0.05263830742798958,0.06364729961733565
Illiquidity,0.6287625418060201,1.0,0.05175346080070813,0.06283774995607347
Illiquidity,0.6321070234113713,1.0,0.05085263054068048,0.06206442403824421
Illiquidity,0.6354515050167224,1.0,0.049925879664661735,0.061324626287224335
Illiquidity,0.6387959866220736,1.0,0.048967583230390174,0.060614406085418654
Illiquidity,0.6421404682274248,1.0,0.047978051541888576,0.05992879583110774
Illiquidity,0.6454849498327759,1.0,0.04696418139162319,0.05926215735281395
Illiquidity,0.6488294314381271,1.0,0.04593887543554248,0.05860859151493844
Illiquidity,0.6521739130434783,1.0,0.044919217362539225,0.0579623399585981
Illiquidity,0.6555183946488294,1.0,0.043923675805244346,0.05731809706728932
Illiquidity,0.6588628762541806,1.0,0.04296888291715738,0.056671167574062244
Illiquidity,0.6622073578595318,1.0,0.04206671085560393,0.05601745243739893
Illiquidity,0.6655518394648829,1.0,0.04122236259599542,0.055353308239038855
Illiquidity,0.6688963210702341,1.0,0.04043396268825288,0.05467537703239435
Illiquidity,0.6722408026755853,1.0,0.039693728638560556,0.053980498406658785
Illiquidity,0.6755852842809364,1.0,0.03899035825406673,0.05326578241972447
Illiquidity,0.6789297658862876,1.0,0.03831194325748823,0.05252885260539127
Illiquidity,0.6822742474916388,1.0,0.03764862654791365,0.051768192940163195
Illiquidity,0.68561872909699,1.0,0.03699437274491864,0.05098348612613314
Illiquidity,0.6889632107023411,1.0,0.036347537955076434,0.050175833747408714
Illiquidity,0.6923076923076923,1.0,0.035710280158748844,0.04934779773195829
Illiquidity,0.6956521739130435,1.0,0.035087137645250316,0.04850327005434147
Illiquidity,0.6989966555183946,1.0,0.03448326027517423,0.04764722826980863
Illiquidity,0.7023411371237458,1.0,0.03390279364384165,0.04678544360810154
Illiquidity,0.705685618729097,1.0,0.033347802756863165,0.04592417546372126
Illiquidity,0.7090301003344481,1.0,0.03281791184305467,0.04506983496979772
Illiquidity,0.7123745819397993,1.0,0.032310589910830384,0.044228565900486655
Illiquidity,0.7157190635451505,1.0,0.0318218154229516,0.043405700400773004
Illiquidity,0.7190635451505016,1.0,0.03134679339747434,0.042605103949123556
Illiquidity,0.7224080267558528,1.0,0.030880502151313056,0.04182850619879486
