quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,1.052555467479648,1.207549154812141,-3.5620345724792437,-3.28444975065898
Q2,0.7640503624052418,0.717832910414138,-2.638344988442951,-1.8048834825235944
Q3,0.4716123961552583,0.5534487390435139,-1.4938505827030144,-1.4319727463161185
Q4,0.2805334274213387,0.4340699462502513,-1.1347314184445187,-0.9383459212317672
Q5,0.20033442051177697,0.4235895084162319,-0.7837853077680667,-0.5582806168415797
