quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,1.052555467479648,1.0483037666750756,-3.5620345724792437,-3.5605791179415682
Q2,0.7640503624052418,0.6918768726626547,-2.638344988442951,-2.00296191538026
Q3,0.4716123961552583,0.7500625655503557,-1.4938505827030144,-1.2508295428252976
Q4,0.2805334274213387,0.4947751724360062,-1.1347314184445187,-1.0773022131472008
Q5,0.20033442051177697,0.5114114251407516,-0.7837853077680667,-0.47341427736679403
