quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,2.0678264309871723,2.003162069294247,-3.0389252719193345,-3.045944118516842
Q2,1.269402145696756,1.200749697097551,-1.845603767716613,-1.9072554076393198
Q3,0.8652217785920809,0.8440375821480418,-0.8502346909722498,-0.8118966330215587
Q4,0.6284538099126502,0.6496229419421997,-0.4455382735401398,-0.4138790876677725
Q5,0.4722498299613675,0.4336329952662898,-0.2685153838830994,-0.2899762448717857
