quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,2.0678264309871723,0.10524309384038114,-3.0389252719193345,-3.5793368504947605
Q2,1.269402145696756,0.5800843464118363,-1.845603767716613,-1.446594736131478
Q3,0.8652217785920809,0.6813373175872907,-0.8502346909722498,-0.762213196425814
Q4,0.6284538099126502,0.3575377442336118,-0.4455382735401398,-0.762078579342562
Q5,0.4722498299613675,0.19644509746800098,-0.2685153838830994,-0.5814921303036278
