quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,1.7228917779409214,1.7249000243399863,-3.0478117713018693,-3.04643490957703
Q2,1.0894826597063492,1.0888638246665379,-1.1911446498930534,-1.1930125024916771
Q3,0.845630380481215,0.8453858999720515,-0.856112275745207,-0.8564817965188898
Q4,0.7167619471920945,0.7169229924337227,-0.6386067046658133,-0.6381698021838438
Q5,0.5603365479691764,0.5584448486617258,-0.3091239829310194,-0.31217642666073414
