quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,1.7228917779409214,-0.18104113740194713,-3.0478117713018693,-2.133337195482916
Q2,1.0894826597063492,0.08170975221415823,-1.1911446498930534,-1.3800354501078629
Q3,0.845630380481215,0.13705944655909413,-0.856112275745207,-0.9735770910211302
Q4,0.7167619471920945,0.06920165382771173,-0.6386067046658133,-0.7896503085600693
Q5,0.5603365479691764,-0.05113015985898876,-0.3091239829310194,-0.558182400567784
