quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,2.0678264309871723,2.090228619322882,-3.0389252719193345,-3.057017953410292
Q2,1.269402145696756,1.2702399170168874,-1.845603767716613,-1.855519891568149
Q3,0.8652217785920809,0.8694574472183338,-0.8502346909722498,-0.8392336893080127
Q4,0.6284538099126502,0.5761329496970511,-0.4455382735401398,-0.48569657342078804
Q5,0.4722498299613675,0.42793038500191594,-0.2685153838830994,-0.3027492301773129
