quintile,gross_sr_std,gross_sr_wt,net_sr_std,net_sr_wt
Q1,1.7228917779409214,1.7243501829407666,-3.0478117713018693,-3.0472539768302918
Q2,1.0894826597063492,1.0883654123558784,-1.1911446498930534,-1.192647962121843
Q3,0.845630380481215,0.8454792470726491,-0.856112275745207,-0.856392146605895
Q4,0.7167619471920945,0.7164377335661435,-0.6386067046658133,-0.6386508295815142
Q5,0.5603365479691764,0.5609290330265599,-0.3091239829310194,-0.30863001449169725
