Quintile,R2_Standard,R2_Weighted,R2_Improvement
Q1,0.4044547349217553,0.2821696305948307,-0.12228510432692463
Q2,0.1905275701829634,0.16366028648473474,-0.02686728369822866
Q3,0.10417889977023531,0.1331695111483011,0.0289906113780658
Q4,-0.14410082542395397,-0.052730811851620096,0.09137001357233387
Q5,-0.23144604315361583,-0.19772092939054353,0.0337251137630723
Pooled,0.1502716508930968,0.12655414364107775,-0.023717507252019043
