ret_long,ret_short,ret_long_short,n_long,n_short,yyyymm,turnover
0.37956703313800966,0.20240789361114403,0.17715913952686563,494,494,200001,0.0
-0.08543673335786309,-0.017318437919500503,-0.06811829543836259,600,537,200002,2.856627988899827
-0.1759659644592215,-0.16841417079790214,-0.0075517936613193615,543,512,200003,3.2233807088754665
-0.1332851574284386,-0.11593237111853909,-0.017352786309899518,585,580,200004,2.2468792315971955
0.28508469020116645,0.050027235655135296,0.23505745454603116,589,526,200005,2.4331325214503874
-0.08442495427669736,-0.11884399753948077,0.034419043262783416,569,581,200006,2.2964410236844373
0.17655841619499013,0.0670667764360655,0.10949163975892463,601,597,200007,1.9589332994737916
-0.05407037416377797,-0.160220324998807,0.10614995083502904,594,606,200008,1.9809994275852563
-0.10581926495567502,-0.1378799297334368,0.032060664777761774,625,568,200009,2.0062243262389474
-0.22313669133453704,-0.23831886562530546,0.01518217429076843,602,572,200010,2.065000288064772
0.012642500504218723,-0.017244714836828982,0.029887215341047706,592,535,200011,2.2980225847372333
0.23162030581863974,0.2778478247410002,-0.04622751892236049,590,603,200012,1.9375207237048233
-0.1382734568580571,-0.12617528274276213,-0.012098174115294957,597,590,200101,1.9855619318368192
-0.12237853716919977,-0.11744686437809855,-0.004931672791101224,591,579,200102,1.6353706827826446
0.16751555753889158,0.0577971543648291,0.10971840317406248,614,533,200103,2.364383538869368
0.0891960929096986,-0.0006314891703040918,0.08982758208000269,596,652,200104,1.6802997619911624
0.03999893862190916,-0.035376525216465386,0.07537546383837454,495,499,200105,3.1621742034628384
-0.15214580573460953,-0.017356029608195392,-0.13478977612641413,497,461,200106,3.7279902276510604
-0.01662108191559923,-0.13319006309880843,0.1165689811832092,480,480,200107,3.6391319311344708
-0.13112032364338572,-0.2465017311930266,0.11538140754964088,561,506,200108,2.2495386386601757
0.0491284249527557,0.24506132695177696,-0.19593290199902125,494,563,200109,2.4253162841277742
0.07087658416249708,0.20643741362814977,-0.13556082946565268,527,578,200110,1.48601414869891
0.040127592630287374,0.10559065637192952,-0.06546306374164215,468,578,200111,2.1075348812227217
0.004486510313971702,-0.08030183107266267,0.08478834138663438,531,560,200112,1.2838410123088022
-0.016490249633136903,-0.18014387165094786,0.16365362201781097,587,566,200201,1.3736166901453903
0.062190029185530814,0.12593762263196268,-0.06374759344643185,558,613,200202,0.9730722857596275
-0.009701818817975202,-0.12279477274062901,0.11309295392265381,582,645,200203,0.5709147835609896
