ret_long,ret_short,ret_long_short,n_long,n_short,yyyymm,turnover
-0.036186624277456635,-0.06649539769452446,0.03030877341706783,346,347,202001,2.0000000000000147
-0.19887095436830365,-0.25250184428223843,0.053630889913934776,349,411,202002,2.3404373984759994
0.22032649755301792,0.16277724538258576,0.057549252170432164,613,379,202003,1.376327185117267
0.1033354770473281,0.04426461305361303,0.05907086399371506,445,429,202004,1.8765975731717925
0.09890283146067416,0.06653398601398601,0.03236884544668815,445,429,202005,1.0402765773552258
0.058926096280087506,0.03303296981132074,0.025893126468766764,457,530,202006,1.2946368853474262
0.05101320560747663,0.03750934423076922,0.013503861376707407,428,520,202007,1.346922092399148
-0.0073985891891891874,-0.03489930956848026,0.02750072037929107,370,533,202008,2.3056320246883057
-0.019698952247190996,-0.014351649056603764,-0.005347303190587231,356,530,202009,2.185690380812343
0.20291448321708683,0.17689673434535105,0.026017748871735774,357,527,202010,2.170699223085473
0.10585987272727271,0.04407617823639771,0.061783694490875,440,533,202011,1.6878304622207003
0.12775251948051952,0.05106155643879173,0.07669096304172779,462,629,202012,1.3181921417215472
0.12872156179775282,0.054149567387687184,0.07457199441006564,445,601,202101,0.8701642819289839
0.039004520607375255,-0.006373001550610746,0.045377522157986,461,596,202102,0.8617163729287062
0.007823900212314222,0.015707643396226392,-0.00788374318391217,471,530,202103,1.187071631114718
0.03539473023255814,-0.013313603626942998,0.048708333859501136,430,386,202104,3.6395385170052164
0.03069724358974358,0.016219883886255924,0.014477359703487656,390,422,202105,3.6255924170616356
-0.0507924587525151,-0.051215649038461535,0.00042319028594643704,497,624,202106,1.8047257906412781
0.013978301588732395,0.027798779771615007,-0.013820478182882612,497,613,202107,0.3491784037558661
-0.04073246799999997,-0.035403292079207914,-0.005329175920792059,500,606,202108,0.24429363784665764
0.01604581044776119,0.03392584463894965,-0.017880034191188457,670,457,202109,1.2193685040145785
-0.07582535920852357,-0.06515974198988195,-0.010665617218641621,657,593,202110,0.7222219425637422
-0.03874845673076924,-0.024712662679425852,-0.014035794051343385,416,418,202111,3.968244434690916
-0.14854228375733852,-0.13838562916006336,-0.010156654597275161,511,631,202112,2.004720243393357
-0.016190625277999998,-0.012288503105590057,-0.0039021221724099414,544,644,202201,1.2734061015710527
0.06047618773946361,-0.013683287253141833,0.07415947499260545,522,557,202202,0.9326817683595219
-0.19050997109162104,-0.0690792981220657,-0.12143067296955534,570,426,202203,1.8461368862011356
-0.06575646735395187,-0.02756766066838045,-0.03818880668557142,582,778,202204,1.4974425569130405
-0.11624362290257198,-0.08925529693486592,-0.02698832596770606,465,522,202205,2.3507009779238315
0.10382423972602738,0.0804395528596187,0.023384686866408683,584,577,202206,1.9267645592459741
-0.026780011737089195,0.06344558313817332,-0.09022559487526252,426,427,202207,3.8490657866621993
-0.131068993423235,-0.1230762408088235,-0.0079927526144115,434,544,202208,1.2881031444836026
0.0612505078125,0.038282743982494497,0.022967763830005504,640,457,202209,2.5053308823529674
0.030719525980245254,-0.02171914573318311,0.052438671713428364,685,568,202210,1.5114423768890801
-0.047096793674698795,-0.08919615000457219,0.0420993563298734,664,554,202211,1.806266063534499
0.07705629535470833,0.15432242980935876,-0.07726613445465043,480,577,202212,2.241960911235959
-0.05058676498800957,-0.08944753199268737,0.038860767004677804,417,547,202301,2.7555964760254326
-0.10498210436893203,-0.011295476923076935,-0.0936866274458551,412,455,202302,3.842778793418645
-0.04868410852621577,-0.009582259507829986,-0.03910184901838579,431,447,202303,0.7734427985008034
-0.031402671931014134,0.034675903654485044,-0.06607857558549918,424,602,202304,2.8117103853357945
0.07408883802816901,0.039647589842920876,0.03444124818524814,426,493,202305,1.9446134169357205
0.07934521810699584,0.06165418685831624,0.0176910312486796,486,487,202306,1.9152914465062303
-0.11257058116232464,-0.06960903193612772,-0.042961549226196924,499,501,202307,1.8684634738539057
-0.09767645121783802,-0.06195212153518123,-0.03572432968265679,531,469,202308,0.9750893692840297
-0.13004276089486724,-0.05627770746887964,-0.0737650534259876,497,482,202309,1.7167795828742474
0.09231017310908181,0.07519819686411147,0.017111976244970337,538,574,202310,1.314910042355863
0.11217983999274087,0.07427564966740575,0.03790419032533511,413,451,202311,2.264471587891653
-0.02052747544204321,-0.09689785930735931,0.0763703838653161,509,462,202312,2.2435298820367677
0.028679863731656177,0.0310218615757592,-0.002341997844103022,477,407,202401,3.2130057238112326
0.03024969166666667,0.004596816115702471,0.025652875550964196,480,484,202402,2.6511707988980833
-0.1272417358916478,-0.08686890454545453,-0.04037283134619328,443,440,202403,2.2730371900826514
0.08007696277915632,0.00774935490196078,0.07232760787719554,403,510,202404,3.1223299251980463
-0.06960968076663504,-0.008546558603491277,-0.06106312216314376,422,401,202405,3.288356100734119
0.09257806016597508,0.014291770142180072,0.07828629002379502,482,422,202406,1.1295746396334312
-0.05877706546275393,-0.004147355513308009,-0.05462970994944592,443,526,202407,1.5980152406796715
0.019487883495145637,0.008903856661045501,0.010584026834100136,412,593,202408,1.9147465350077495
-0.01277810580912862,-0.03630883834586464,0.02353073253673602,482,532,202409,1.5325757628767112
0.07429464040404041,0.03542153459119496,0.03887310581284545,495,477,202410,2.946677299308858
-0.038162469849246206,-0.03948723856858844,0.0013247687193422356,398,503,202411,2.8027310882181675
