Quintile,R2_Standard,R2_Weighted,R2_Improvement
Q1,0.4044547349217553,0.1311397486256971,-0.2733149862960582
Q2,0.1905275701829634,0.08681342121320546,-0.10371414896975795
Q3,0.10417889977023531,0.10218223162605788,-0.001996668144177427
Q4,-0.14410082542395397,-0.05435128964614844,0.08974953577780553
Q5,-0.23144604315361583,-0.24882953944469488,-0.017383496291079048
Pooled,0.1502716508930968,0.0479276820817498,-0.102343968811347
