percentile,dv_weight,vw_weight
5,0.0002666667325394117,0.003544256464121815
25,0.003991003139455818,0.02109819701436944
50,0.03279615653884175,0.08180380821666511
75,0.2859609992087292,0.3576744678837015
95,3.8083828295463076,3.614150957971721
