percentile,dv_weight,vw_weight
5,0.0006863138130525845,0.003975571860842926
25,0.008765567547548883,0.025090510811713755
50,0.05822978681284642,0.0947452060234886
75,0.39100916322399687,0.3969855627577551
95,4.040714034126791,3.7295577361594474
