,DivOmit,IndIPO,DivInit,RDIPO,ConvDebt,DelLTI,Mom12m,AM,Mom12mOffSeason,Leverage,Mom6m,Price,CF,cfp,CashProd,Size,BPEBM,BMdec,IdioVolAHT,STreversal,BidAskSpread,EBM,MaxRet,IdioVol3F,IndMom,Herf,IntMom,DolVol,zerotrade1M,Tax,zerotrade12M,PctAcc,MomOffSeason,LRreversal,zerotrade6M,AnnouncementReturn,VolSD,ChInv,BookLeverage,EquityDuration,DelEqu,CBOperProf,ChAssetTurnover,RoE,ChTax,BetaLiquidityPS,hire,OPLeverage,ResidualMomentum,EarningsSurprise,DelNetFin,ShareIss1Y,InvestPPEInv,dNoa,ChNNCOA,ChEQ,ChInvIA,CoskewACX,MomSeasonShort,DelCOL,grcapx,TotalAccruals,ReturnSkew,ChNWC,GP,DelCOA,ReturnSkew3F,Accruals,AssetGrowth,NOA,RevenueSurprise,Investment,MomSeason,DelFINL
201501,0.2899366511600881,0.1815110426468724,0.14599074117698382,0.08730614458847598,0.07794116138930739,0.04176134645891498,0.01780317690075835,0.01674898526464972,0.014102446057106064,0.013513561164373496,0.011653523980090466,0.00880064203111429,0.007584432488449109,0.006530182683603408,0.006022312479610135,0.005623002828518693,0.004402280786713909,0.0038756810493982296,0.0038230287095346698,0.0035031915721695354,0.002893122320767277,0.002885108180154879,0.002461045393344787,0.002278649621736274,0.002190377295835548,0.0020391725882281625,0.0020311108835972783,0.0018920972999059101,0.0017701844541777954,0.0017568736470373358,0.0015032264966474888,0.0014214191173117922,0.0013018645002840262,0.0012942176951584524,0.0012652771713570956,0.0012612722437986862,0.0012469267486638134,0.0010955556983974503,0.0010851640137211325,0.0009913676270877838,0.0009050379253723179,0.000861689107703232,0.0008557101394345635,0.0008311941305002884,0.0008151244055152533,0.0007313521690247678,0.0006938198126738022,0.0006750665611731305,0.0005864399044702481,0.0005822515541908652,0.0005705789187652379,0.0005308240316905907,0.0005290597760314733,0.0005110844397939331,0.0005074790052118346,0.0005030148644336254,0.0004957342768979687,0.0004947369803691916,0.00045796944599958423,0.00045468841808372744,0.00044601494549333245,0.00042988337133975153,0.00039448385394355313,0.00038845611986572756,0.000380390183175508,0.00033276900541188634,0.00032073181472912237,0.00031761132289546376,0.0002929819514399565,0.0002713506867138714,0.0002546649736311906,0.00018060837513337837,0.00015743899396238989,0.00014219012098374534
201502,0.28492450859162866,0.17709624406100286,0.15181377326282908,0.09074187950767121,0.0773691012117242,0.04166767018232975,0.018174967118794037,0.017004888988946785,0.01593556267598751,0.014550408697572655,0.010613797282388808,0.009412147481575723,0.006421530510989949,0.0063907027608193275,0.0051433989295480405,0.005975175573522453,0.005048355873538484,0.0027124562176419234,0.003123671541771004,0.0041489337155891405,0.003516550087947069,0.003591898931243824,0.0032863237520926406,0.0027506765482262427,0.0023537766028658823,0.0023744866772489786,0.002157348391274534,0.0015668071430087053,0.0013971882376969424,0.0010023975869610546,0.0013788855294679756,0.00028638071633485757,0.0011651118996479012,0.0005798981357789341,0.001968076305868225,0.0009779889945808944,0.000988305325847055,0.000824564862626645,0.0013689059441304044,0.0011439215606264222,0.0004958049786669419,0.0011640830278920869,0.0005793879892143043,0.0007410861301029746,0.0007274797142937311,0.0003486366932449573,0.0006005219183577016,0.0004598260998975056,0.0006169853656346436,0.0006194515947972748,0.0002534352424905932,0.00039926559678346194,0.0007226934400545243,0.00042847225858663144,0.0003548940949762992,0.00034157519839414827,0.00026112669347246774,0.0006284128168964206,0.0007496206004755178,0.00022540289194548924,0.00044515502034924646,0.0008166860588994347,0.0004991020826315855,0.00016419554261370422,0.0005289954628089053,0.0006032215898055073,0.0006026262971525885,0.0005012608371033331,0.00040071472496135217,0.000531391120430889,0.00012090584756227025,0.0004786089361630032,0.00048941953290694,0.0001508871810869614
201503,0.283186492167418,0.17632077229499274,0.15489401457940496,0.08486829514060061,0.08348354688523094,0.041041931119869854,0.016822242546565953,0.018494261083669104,0.017133358240135697,0.015030706298575868,0.01279779350675871,0.009190796567228416,0.006730595539024618,0.006301650160473637,0.003930080012155057,0.004895642581492665,0.0056867708544037845,0.003240226839032303,0.003822508553890518,0.005122142023279007,0.003448719398184088,0.002553145183882686,0.002446609709569283,0.001993720627855952,0.0025073832887961165,0.0022348965036026644,0.0017024435425458877,0.0014969733047017987,0.0009730857819679818,0.0007529713779412752,0.0010542800725453683,0.0006197340844361455,0.0014952657164143716,0.00091650695919727,0.0010883156458318891,0.001332648575914912,0.0010728729782225254,0.001060648147540391,0.0009883400065591908,0.0009380729805912931,0.0005911794161123887,0.0003698769653018381,0.0004608342312121369,0.00039083171945066475,0.0006848288616580056,0.0005493051569787929,0.0003629614269648363,0.0006460825747280586,0.0008167546604337799,0.0006712187196688412,0.00028397743851094005,0.00037312976670843875,0.0006773509491761164,0.000528043172889284,0.0007342102739931857,0.00037347564831376515,0.0002935992948517557,0.0004464601762272808,0.0005353792225538073,0.0006672847643232398,0.0004630312101820221,0.00016419940791525357,0.0005807317855337726,0.0002851658512330738,0.0005784611342956632,0.0006232204899432686,0.0001860545086890507,0.00010389520131728178,0.0004114942091836257,0.00035718564490245754,0.0003309371825133083,0.000437685652812275,0.00034855489344727693,0.0010021375074708901
201504,0.277624540459752,0.1878100187075045,0.15072790345634954,0.0938541508019994,0.07654294107561875,0.04063001833631968,0.018364818314855192,0.01726834975451967,0.015552050535005262,0.012135898233431875,0.010883207306749488,0.00932264251777622,0.007005612238760601,0.005635161156266101,0.0040661252474922084,0.006719010998636693,0.004787751077469048,0.0022063272137187477,0.0027824556678841955,0.004833851837193316,0.0024611678420684725,0.002907863528793462,0.002051492709869607,0.0021835998837510073,0.0021403117019851716,0.003441865896528889,0.0016071325876339212,0.0018267187991445424,0.0020140338076305776,0.0014249410092798205,0.0010866294480682296,0.0009475042767506722,0.0011945676107909886,0.001443074646290569,0.0010649200409688022,0.001522970912606512,0.0006198373095620084,0.0018518643849980605,0.0007650085839749929,0.0011962918406834334,0.00036234783162235085,0.0008725506318221991,0.00024965773045118323,0.0008492532518575329,0.000683224468737945,0.0004642930113814627,0.0005127550193438652,0.0004612188550830252,0.0007290656954956606,0.0005071670485527664,0.0004291857033210118,0.0007271511681906562,0.0007674572934069276,0.00042858700019464256,0.0006552523202426054,0.000531456909350843,0.00034814876249339823,0.0006797039073036218,0.0007501705934473966,0.00026389763458335724,0.0005297552324798433,0.00043838167911433237,0.00032168487791744987,0.00041407246917857406,0.0010129320248379522,0.0006432711715618652,0.0001743119156572957,0.0007797389722569973,0.000506997952780377,0.0002639784950892328,0.0001851029068219907,0.0003772052961689061,0.00037070698036274866,0.00020468343020776285
201505,0.2760568569320613,0.18968564032393467,0.15051948841892795,0.09110263801196061,0.07597004015218065,0.03830949137909332,0.016721719690204986,0.019830317954197266,0.015288437099091917,0.01560826625575731,0.010610151974597856,0.00870900160355406,0.0075324926013709366,0.006785708925842599,0.004494831099912382,0.005602543514100306,0.00477999585716563,0.0029511034244309323,0.0033733026246573496,0.004772959718826152,0.0032295717509403746,0.003099855949663797,0.00302016695017215,0.002646573572811331,0.0027266804453988584,0.0027138212850767356,0.001612858698271636,0.0009055490590630391,0.0012603367338298408,0.0009305054684340969,0.0018463468380065175,0.0006082001915294047,0.0015880086965774903,0.0009196747108489674,0.0016204600580660047,0.001256790520531284,0.0007599450004636236,0.0012704912926406401,0.000971516287864912,0.0014062894548839177,0.0007038451231456861,0.0007821623659333332,0.00030658134760594576,0.0010791594577287981,0.0009080614664610157,0.0003370450341920562,0.0004632551899060158,0.000915449224404146,0.000673714142094006,0.0006829005416064235,0.00035664005181390785,0.0005917008307529302,0.0003069476973148038,0.0005035973991302899,0.0002554926390740376,0.0003138850968682407,0.00047856648100281265,0.000457096242961395,0.001074504150828284,0.0005774994378496991,0.00043109989997956066,0.0003164629512513639,0.00026673248771994727,0.0003742812958058936,0.0007142455939920907,0.00029900431143618767,0.0004442519217284452,0.0002741036098758236,0.00048582298506040733,0.00042894458038596396,8.51112200692738e-05,0.00024366726650878716,0.0004982582162204128,0.00027127921234929817
201506,0.2831441502236318,0.17869155462675376,0.15574179711917643,0.0874539278453563,0.08109610005062562,0.04096261511797386,0.016926125661745152,0.015840922928287027,0.01621831816877568,0.014167372048004149,0.009276550318307975,0.010388366181718426,0.007237344304101168,0.007257672548823849,0.0047448992916577755,0.004524226646838678,0.003477425521570944,0.004965170628565519,0.0033543645247034203,0.004713637884961971,0.002846475282255368,0.002983948442362926,0.003868014079703257,0.00237266151008103,0.002148579138541094,0.003089251337195954,0.001418955685474798,0.0010325824908737006,0.001593479115371893,0.0007424600558587974,0.0015765416766631666,0.001301904946459634,0.0016171250296443658,0.0012401035331546819,0.0013391591046454869,0.0011845925289268977,0.0005673649194139335,0.0011025802592123629,0.0005409510368533075,0.001019716111790051,0.0010703645068782471,0.0012926064673907738,0.00022511968527785762,0.0003987836530895688,0.0008708793331364793,0.00017300928979276044,0.0003254383662055831,0.000314074712326828,0.000606654355958263,0.0007039204545081423,0.00037576563210237106,0.0004899538593846716,0.0006355593410410699,0.0003588367635576323,0.0005353773822894181,0.00020609695339868616,0.0002857031087843987,0.00044712441279112536,0.001009003435426036,0.00032806566108538305,0.0007980005522212073,0.00038758798419882205,0.00022144998552381048,0.0003904224932536384,0.0002354634053706587,0.0006035948860168647,0.0003134415641495386,0.0004802873009296395,0.00071535008099002,0.00032271162638414615,0.00023842904677647277,0.00029016016728435523,0.00040746142479313586,0.00017431418162028789
201507,0.284912161936284,0.19634477381706042,0.14683944761284506,0.09953093585868808,0.0660757626925535,0.039469370858345613,0.015619965827730274,0.019772795543891525,0.01733416109515043,0.01165272441528995,0.011841209648608441,0.008808003903454051,0.0054407649807238926,0.005534845100666455,0.004733846176896692,0.0055015116952106,0.004941043476600173,0.0025633551462792806,0.0024795374118633004,0.004456250615081821,0.0024922951915294055,0.0023663441102384974,0.002204451590542698,0.0020128032905342903,0.0022641684774776386,0.003001745886750172,0.0019589320168387175,0.0008847065033799995,0.001327372795637067,0.0007517576394846672,0.0007862973109390613,0.000302885394296519,0.0010674382819475224,0.0010312126436718926,0.0013306780529085383,0.0011567263910038958,0.00043622384116870925,0.0013958937497899019,0.0008803153550796483,0.0010297688446821577,0.0005578478754219508,0.0008427587855339943,0.000495732359819103,0.0006315864883985964,0.000724621047820731,0.00035417161709776283,0.00030342036332845455,0.0005924080752642718,0.0006342591798931695,0.00119846024802643,0.0005739700320866304,0.0003277869892865088,0.0004503698384619434,0.0006565152229159681,0.00035433800767848577,0.0005300698667595602,0.00024003718583923776,0.0003834942286917213,0.0005027248122403239,0.0005853950154766158,0.0010208288616735982,0.0002968621452567191,0.0005954343157793029,0.0003376257113455651,0.0006410429669093822,0.00027479310788287853,0.0005570451638694312,0.0002435581003316207,0.0005584546012162749,0.0003973584229173557,0.00045955734821611044,0.0003254726575188422,0.0002661884026728656,0.0005513257732439875
201508,0.2728555749882728,0.19110482073628166,0.1369501801158759,0.10382248394961406,0.06661528686850574,0.0415369818293732,0.020690705455615258,0.018478710228381684,0.019235060135759922,0.013114978538226763,0.011943526217662355,0.010923150204198193,0.006336361870637201,0.00699207952738552,0.005740824642836171,0.006400715632314719,0.004407818440998474,0.0021149023834152085,0.0036993846625824867,0.004472385375467758,0.0027967605292199362,0.0028154031260981334,0.0025967029980534075,0.0020911298703931405,0.0023342902325823823,0.0033113864202134317,0.002019621978046511,0.001295866555650407,0.0015665642755943042,0.0006944180983471282,0.0012607054140878168,0.0002557426946598971,0.0017909351059208754,0.0007776545492770196,0.0009739136790825298,0.0013749256740791217,0.0007409444765032473,0.0019432630335585784,0.0003680825579357625,0.0007513222100706648,0.0005747188037906754,0.0016671058827619767,0.0008413822405548304,0.0005053702901923065,0.0010594329864370689,0.00022888246852740662,0.0006446618435697491,0.0008868895624865331,0.0013937600803813166,0.0006012574398912343,0.000212688877254588,0.0004953397044834539,0.0004600810577910214,0.0007295617611653665,0.0005142094817910933,0.00037656350495317493,0.0006518339075686235,0.00042501918432414645,0.0011334953653389546,0.0003917484786483811,0.000388612887232967,0.00026096762011095447,0.0008721545684835671,0.0006805900840864424,0.0007084883253341894,0.0003561583245448814,0.00044689467528384846,0.0004414217842488478,0.0005788226556936075,0.0006935458925225555,0.00012669842101819477,9.840009707492575e-05,0.0004415827240963579,0.0009160937355775
201509,0.2753014381533967,0.1972024744534756,0.14371869849088506,0.10059288535009314,0.06280488010007118,0.04283957056186394,0.01757490557955232,0.016675214205173094,0.017173055149232404,0.013905240727595738,0.012073939968433254,0.00880740417771587,0.005695215199817023,0.0062102729465423395,0.0040587269362941675,0.006417946059947294,0.004946419769908294,0.0025742209674618805,0.0033482269276125165,0.005006826693300425,0.0024793516126951315,0.0022484347288277396,0.0023224685040980817,0.002543766946173388,0.002667795049839961,0.0028476785015960617,0.0015535620454160694,0.0017462842467945668,0.0016878838874692342,0.0009925887921222937,0.0012557276409087955,0.0009737285522025653,0.001075641816027756,0.0010241906808496257,0.0008985082225480893,0.002142839793085285,0.0005728948462585417,0.0018187712038181504,0.0012278381612819034,0.0008686882928313361,0.000984471504163017,0.0011779113695334173,0.0005355408296634494,0.0004983174427779733,0.0006493236462748744,0.0003602120294395448,0.0005938572531738139,0.000514503515909806,0.0008998539356611038,0.0005502035873445378,0.0005447999875941577,0.00035690180553341354,0.0008130495195875593,0.0008064302032301757,0.000444809810549542,0.0003181887700441666,0.0004232738574208755,0.0006250850462758272,0.0008850173203263217,0.0005135694287654379,0.0005301476378729463,0.00043369320235990143,0.0005296895612259078,0.0007998793956011414,0.0007383572534814203,0.0005023335360758063,0.0002152792615464557,0.00043501763819462795,0.0004981907344006914,0.0004099580212105189,0.000476076233816598,0.00031116519308021964,0.0009818698580566746,0.0007668156665910222
201510,0.2676721770665177,0.18775432470972306,0.14479888391159232,0.10094413319733359,0.07448807655438425,0.04207802603740994,0.017525501400408105,0.018464683094157507,0.016399982791390683,0.015575534877057559,0.011403190755691654,0.00846772173881473,0.006688426268268525,0.005101930647810366,0.0051340216134126235,0.008212822085354843,0.004031391379472874,0.0022513144525770547,0.0027966124028060515,0.005042137416568744,0.0024211690048708124,0.002641224749061012,0.0029774453166803404,0.0028775502359345705,0.002401640622382178,0.003106584910637375,0.0013545151759546204,0.0007872261700407886,0.0010188831059310237,0.0016752452406282605,0.0013269992763370036,0.0007317418380982573,0.0012607825855046218,0.0013290643745127667,0.0017544652174472544,0.0017959720385373327,0.0009322123361517204,0.0008622192467201168,0.001443169026310974,0.0009458872253182785,0.0008296000665907716,0.0009123398068466064,0.0004718281484832339,0.0009801868610164073,0.0005641216709764305,0.00062632424493282,0.00032144325473200717,0.0009742571513689743,0.0007280781771030971,0.0007287800775479349,0.0004323282632196798,0.0005080306647490707,0.00045331796666878523,0.0005525816198787328,0.0008399360344399769,0.00029311445425993487,0.0004902382586997623,0.001123924201242492,0.001196368004818556,0.00035245102757922557,0.0007863689799278235,0.0003469756051118897,0.001279274993656602,0.0008985635558535018,0.0005783606330259422,0.0006387968835186807,0.00011154032683193035,0.00041065564148250167,0.0003346870078890375,0.0006630876617657849,0.00038131387715613986,0.0006193346884190799,0.0006286670014682045,0.0004682330909270206
