yyyymm,Q1_cs,Q1_zero,Q2_cs,Q2_zero,Q3_cs,Q3_zero,Q4_cs,Q4_zero,Q5_cs,Q5_zero,Full_cs,Full_zero
201112,-0.19225048506884246,0.06538678165755563,-0.40109880951351284,0.06521760572972313,-0.40740649385256056,0.06796735227887685,-0.26676236192183933,0.05873269247182922,-0.3298247055094081,0.07607246660290357,-0.2519524430224589,0.06567172306445668
201201,-0.02567599114650676,0.033628619748585886,0.005844057321737761,0.02536964457986135,-0.03315810899083904,0.04771768704519341,-0.14273005505328729,0.08284243849377115,-0.17585362734396037,0.09514863481835434,-0.03605255858494094,0.040609389190694345
201202,-0.007168687863888357,0.01822362611157846,0.0001376725043943372,0.01131267635997113,-0.024151402507166964,0.024856135504067733,0.00269898748198516,0.018617886095770753,-0.0010981676373076343,0.035553396246809976,-0.006828119837458901,0.018264287741983187
201203,0.002196805483528519,-0.0006069934635677399,-0.06563060428749834,-0.04160790379554302,-0.06301955124605008,-0.036470443973458,-0.04936140551992341,-0.0334463419968305,-0.05522614812603899,-0.037535908529823026,-0.017814985033609787,-0.012786248715936477
201204,-0.12919583459879913,-0.028359267667545485,-0.47323703031488606,-0.054388306818935694,-0.6396049672656043,-0.058580244580928253,-0.4746691811701902,-0.05185091506081152,-1.0114542844887473,-0.07801198209454796,-0.307900682295817,-0.04252726479186819
201205,-0.012009095292556449,0.005197561317603072,-0.13670113266548256,0.040510590871024155,-0.16808045334825272,0.042375455355480596,-0.10111988582699438,0.03570248046242974,-0.14758136213036765,0.05694905148182017,-0.0720028581663954,0.02412378107120816
201206,-0.006677957119127331,-0.007554180326647231,-0.023448131131345917,-0.01796555023077051,-0.0181829864287828,-0.012523466362612812,-0.015972696139262776,-0.01236105613230154,0.002060158902659981,-0.0021796352563081545,-0.011740584204146032,-0.010288696957279742
201207,-0.004359130599109751,-8.188525215735432e-05,-0.03202683053441824,0.02178692873487198,-0.05750569099865843,0.02491802102896923,-0.0865003201105996,0.03377015807358441,-0.14501841392830817,0.049551834308017684,-0.03203086608303973,0.014043371040709296
201208,-0.026176544335735574,0.031235374037211328,-0.1131473686726523,0.03989204449622985,-0.15547653771352055,0.035607397415193254,-0.05344998238859433,0.03678885046179359,-0.013443929436018687,0.05284006431914956,-0.04406795728048518,0.033053949343040956
201209,-0.014499551252319831,-0.009913218832138915,-0.14233786959898387,-0.07596021959933874,-0.08835092792705757,-0.04985669522024905,-0.06461967856107398,-0.04712653223366581,-0.036652288341227246,-0.03533122507523179,-0.04532958111938834,-0.028109237178108426
201210,-0.011070250084104671,-0.01253240987080595,-6.516954384228058e-05,-9.08658816833885e-06,0.013419450252301957,0.018607339210106155,0.007884229557404643,0.013516069054770763,0.024950204668224507,0.03493513781741553,-0.004595334004054985,-0.004260670882678452
201211,-0.0008495160248602751,0.01548733818769965,-0.012685026633826979,0.04222469740168289,-0.04411593388241708,0.06088680671135549,-0.05423351272672461,0.05565508530326546,-0.06165034273514647,0.06371116745552097,-0.012906489738528926,0.029215320633386388
201212,-0.15704264999144257,0.06246249805615545,-0.24308571843052595,0.07255181843401559,-0.20403705970364783,0.056375226896851593,-0.5430503951996422,0.11234150266489307,-0.4837129952734809,0.10384910300149253,-0.20401585774878384,0.06780327562164923
201301,-0.0016959354241599112,0.0002524682318690852,-0.011650151804722286,-0.012343945799916822,-0.015504461737141817,-0.016956325222933888,-0.00039966171508254433,0.013190898003012652,-0.004026868008738971,-0.005595809746752778,-0.004479956093156323,-0.0025841828886485896
201302,0.0037884642631734744,0.04008575149871085,-0.06214389657327546,0.04486150717172244,-0.06908634903681232,0.08471149396807065,-0.13132617366764454,0.09978530573135214,-0.20662382766092757,0.13156056653431214,-0.03208686264942129,0.0547041843501449
201303,-0.028182810423388105,-0.02917154234894226,-0.0006602925084877587,-0.00031908091529642135,-0.009223013669273694,-0.009369739988730474,0.0038314010193825077,0.006032401303552315,0.0205092908111405,0.02646781931108866,-0.014512163610437057,-0.014367791133289787
201304,0.014022348192919254,0.04198658421556578,0.0028113284588566767,0.05710127991686209,-0.03006666912771294,0.06631167184380204,0.007472789410670311,0.054366951042113754,-0.04232203515638844,0.06332461002501644,0.003941686325838689,0.05023493619940733
201305,-0.007766333232813949,-0.0017672522712968153,-0.0017003555826335948,-0.011025416026497314,0.0037652642701342387,0.007125960030668899,-0.0637632375485151,-0.0344758276597219,-0.09870171523186055,-0.036885983589278526,-0.013547054936879688,-0.006206395753133975
201306,-0.09291100814624609,0.020040974951405333,-0.18894009872678552,-0.008438797270860166,-0.33934295233446576,-0.016222783960328613,-0.44385800979833423,0.011016958048979064,-0.525599989254139,0.02554473865826068,-0.17442450070723003,0.0106649572713724
201307,0.0153256640985443,0.009433116762087912,-0.07277984639493185,-0.025121758683597895,-0.08274376290450203,-0.016426784403370975,-0.10146932879787984,-0.00899436909550455,-0.23338389311489172,-0.11258854243484517,-0.02508200635482094,-0.0047634242299194884
201308,-0.041243630243094964,0.04591870599618153,-0.20357784755061226,0.03765534225636702,-0.2297542424440422,0.04338823803813585,-0.2419311196423608,0.04533470333188083,-0.2875343956035932,0.07323212838629023,-0.10994345307469344,0.04550663794383869
201309,-0.023694533131153772,0.020242394005276165,-0.008919768966055397,0.019408229406131183,-0.0010144110104968185,0.011025047478162464,-0.05475717799865398,0.020995960879311104,-0.11395099778378581,0.04191384329083414,-0.02546157201205901,0.02028749069739788
201310,-0.005430355249762542,0.012548704060775906,-0.04635764960758282,0.019314492982705933,-0.08279608363209401,0.015003329505646534,-0.027682585511491054,0.02163533606308099,-0.037060324658649835,0.032599063846382004,-0.029999591595939012,0.01619080470222667
201311,-0.015968190545445404,0.01669379449235575,-0.03875688264323873,0.022615814765677644,-0.04777615792697887,0.022411290570767073,-0.040141821186801874,0.030102968904155203,-0.1467829674736434,0.05668162901968199,-0.034245530831046755,0.02211761490939801
201312,-0.008422581648891203,-0.004335189802429529,-0.023896791950146268,-0.02826165379455592,-0.006983577878492575,-0.010325710510546315,-0.01817206395826987,-0.02983222869908264,0.006608648788314464,-0.009167462813741034,-0.009610963226810876,-0.009300814754120257
201401,-0.0679915212819977,0.027820819317801893,-0.11398196487487255,0.014848721403986298,-0.1736363880457803,0.022126404579835834,-0.2444132985399572,0.03178332092306624,-0.4711890525518576,0.0585238850074854,-0.13943833263770422,0.027294648305162372
201402,0.005757092134703767,0.006049462684642903,-0.0029281230596907015,-0.002946309261301794,-0.010786972869960998,-0.011033202264464803,-0.006787009029603608,-0.007505980712074312,-0.019946078081344742,-0.020585192933517016,-0.0010283813626730254,-0.0010196141247034163
201403,-0.07130724553263246,-0.029526265368575944,-0.15615221719744166,-0.022088884763237004,-0.14546024066438012,-0.0229963217006226,-0.06709580932012904,-0.02701360493651017,-0.02795879091850617,-0.044720349264633086,-0.10370358601570695,-0.026963957441201725
201404,-0.0004378946524143945,-0.0061460275597953196,-0.0001432104040410831,0.004664132260041365,-0.01091991468061515,-0.01128105052497963,-0.023770728525690954,-0.005201556153271669,-0.03521975393191612,0.005640734848443185,-0.00644597818265602,-0.003670188266498231
201405,-0.03182531987874904,0.021433956811985788,-0.15061662500744477,0.016437852903814165,-0.18914368485836763,0.014044251780490513,-0.302563076310864,0.02336026411734282,-0.2900805901390875,0.04292832488597531,-0.12688009808246759,0.01988574711562119
201406,-0.056259107549801346,-0.026863565748483698,-0.3695429201816476,-0.058028304482635074,-0.4799424725875112,-0.06333917551367829,-0.20262131712157228,-0.03658023717229608,-0.1569039921595734,-0.06947741188411327,-0.20663205204472068,-0.043890109986179926
201407,-0.004537630609498855,0.014535840852841209,-0.06776715265896427,0.025376022106002205,-0.06429812530510892,0.017610893010081674,-0.27034244201751423,0.04763519396584581,-0.4038393895283845,0.05762535654757828,-0.06422657344227312,0.021983685885957782
201408,-0.07850224977353992,-0.02155050498542299,-0.44072010281422447,-0.042851364668708314,-0.34501689687662207,-0.043604507073472076,-0.4341529145062035,-0.04761119455336216,-0.2684778237851264,-0.0556063145536172,-0.20454811898592484,-0.03294553168764014
201409,0.017379331760908556,-0.003435044719739988,-0.02588666924424121,0.020109353569058852,-0.025244983112918007,0.019813689153724057,-0.010145637963949294,0.016299484324580282,-0.0017730126038857374,0.020960515549623082,-0.004525094917722239,0.010178209225245927
201410,-0.009131980570289633,-0.006348069745881313,-0.014311291394001113,-0.010582157580670826,-0.001184332128402854,-0.002457928201918591,-0.0014594180107601051,-0.003700344957370927,0.0215612172555687,0.0106407164925304,-0.005559994735311324,-0.004836449589253
201411,0.0019718917723202667,0.0019665397179214894,0.0018938215827100091,0.007339061776400979,-0.002040945536289529,-0.0021542807444980827,-0.0029359399020219,-0.005123046064361203,-0.025924447840054876,-0.03730943756564198,0.0006797102529627619,0.000961679273696836
201412,-0.005091136757142456,-0.008160271773927974,-0.10789950755661759,-0.029338602920559786,-0.08319743401796797,-0.021594466335948637,-0.04649938951104282,-0.015327549007289498,-0.11584210155858465,-0.036026092124848974,-0.042893418679382345,-0.015991785384997792
201501,-0.0329599866966932,0.0277960194927378,-0.19476064411506067,0.015188790587304601,-0.32106528464205897,-0.0002788548113477063,-0.40921861823974215,-0.011976395405504991,-0.5568944216636753,0.005489778424684788,-0.1328346821267712,0.017945687586133907
201502,0.001776326108138604,0.00388307844082747,0.01229015536164535,0.011480073100304189,-0.011197503563030287,-0.012292383698742526,-0.013187051524474303,-0.015207479096837062,-0.07601801973020583,-0.06544642301146197,-0.0023538774398152995,-0.0012092385429136598
201503,0.0034101227538837486,0.011185794361806556,-0.007468845544314595,0.0014269103890415247,-0.0019713935706604513,-0.015559756901505573,-0.009007073057414328,-0.02074081687884921,-0.007906032752069247,0.006076097979578754,0.0012172227613520548,0.006784392610252321
201504,0.0056264057494396225,0.003949841280429411,0.006675720168428656,0.007204964601848607,-0.005062890718027013,0.0016834338906051016,-0.011919492101791107,0.0016406599991402038,0.020529826542672325,0.03137005757080347,0.0038061458794661496,0.00541233068061564
201505,-0.028961486444879725,-0.023980738575931637,-0.03986199348839414,-0.024660115928877735,-0.008666377759923849,-0.01459428161239762,-0.14461046313025272,-0.11503096168828586,-0.23161041749757394,-0.10459727990080414,-0.04534471043406474,-0.033581708503747754
201506,-0.09822624741637731,-0.011933027421795916,-0.1024425204664059,-0.01166489529290704,-0.0585918010627926,0.0053324084212945655,0.009824739309829522,0.009663489335037023,0.048756783051414065,-0.028448497969713493,-0.06628239205357778,-0.0075167726095677345
201507,-0.011868651975144084,-1.4353339880868177e-05,-0.04425848686891265,0.019307984144181778,-0.26320066537945563,-0.041161826897401,-0.373686700303131,-0.0495766482175215,-0.8187222411097341,-0.10260093727852815,-0.07163600900782341,-0.00667685073756874
201508,-0.08080767154618762,-0.015362093868977356,-0.24688536833414365,-0.02832742164278934,-0.3113046856416437,-0.025560382503050372,-0.3663036997064939,-0.030616720307107936,-0.4158751210546263,-0.06232758893437795,-0.2028550852258515,-0.02482461300013128
201509,-0.027826738432245923,0.010913158981494253,-0.14499389738754465,0.02158984482665849,-0.16638523393790972,0.024149834298027084,-0.22109263245691246,0.027526003336596827,-0.3528853372661016,0.04385705317833255,-0.12139682502203475,0.02052515712300862
201510,0.002583100033008656,0.002091763857439699,0.004497884025274734,0.013532843149156482,-0.033998201121810956,-0.008046775761948677,-0.03855238660282145,-0.02473745010497108,-0.009461611382238111,-0.01615207218931025,-0.00018218541413905776,0.0014793835891609985
201511,-0.050072486904376934,-0.0065544678166042925,-0.15255692207451998,-0.0228111460277709,-0.25311260401220737,-0.028643647776973147,-0.18849297244109864,-0.03382927562449067,-0.11235466851745857,-0.03301879291959997,-0.1064170209706019,-0.016339330227965965
201512,-0.15839631243983843,0.016137973217930868,-0.37464808904192504,0.03275061261526058,-0.5281975684602196,0.039330575880338614,-0.568849389235583,0.037450567581118976,-0.43223835071595396,0.010704333587822745,-0.30420712263938765,0.02496066134949826
201601,-0.028323058590950634,-0.027368075713318563,-0.05025935789119207,-0.054657033348709305,-0.10740727435676578,-0.10222833741692816,-0.13525366897394964,-0.12655136158673197,-0.20005949264948608,-0.19451696246887118,-0.06445302106448048,-0.0627345971417339
201602,-0.08447626359582916,0.03303181633083052,-0.16808564749984578,0.02741631009815282,-0.3744083271211749,0.0462855418058884,-0.5277884788327809,0.06597712604451156,-0.5727097587499466,0.07389872424002875,-0.18453665971863087,0.03842982431543962
201603,0.024066289102927185,0.08099488384538289,-0.045963651977201314,0.06048588645874231,0.0036353722733414306,0.061659104573050905,0.0021707033879140303,0.056788056193287195,0.007368609746868371,0.04619025518320685,0.007934372289354785,0.07173702400101523
201604,-0.009414468397634712,-0.00932712081081477,-0.019144562935200282,-0.01914921182123952,-0.009197957298447523,-0.00942156041570441,0.017188155813679717,0.016502391359873525,-0.014427936197762836,-0.014650824101492432,-0.009520430724597295,-0.009518594737679464
201605,0.021558405137789616,0.023303650089441796,0.012596637856123194,0.012842508010277198,-0.017641591541300627,-0.019678477035134145,-0.018133594670272757,-0.02468505211268157,-0.040062670991156235,-0.03679941736670522,0.012904628269112317,0.013765636384953761
201606,-0.03176973339696154,0.04252342786199104,-0.054869044314772575,0.04313560432870456,-0.08698947345614516,0.07029080248862751,-0.1739510745122026,0.1387969588284511,-0.17126488422257746,0.1362347403118046,-0.053482408596076336,0.05564996599993988
201607,-0.01284658803855776,-0.0003388196793145948,-0.008806491769742353,0.007373458139543487,-0.010516207659343024,0.00955455309943598,-0.012614122595862032,-0.01923531895698294,-0.021888420639797124,-0.05307300386449065,-0.012125634044414468,-0.0006223302765415717
201608,-0.0036275960677238928,0.0065063572331082176,-0.0005667505055810818,0.011184861067110585,-0.010548811356822618,0.017207869262819586,-0.007634776041869351,-0.006831910517363093,-0.02018615973529969,-0.028417909392009832,-0.0031852400031082695,0.008197858322713913
201609,-0.24669996616750733,-0.11039575168806781,-0.32421301022949867,-0.09452892782199696,-0.4135112001797703,-0.1430083626101437,-0.3972692091911907,-0.11488504298379976,-0.24959894340547195,-0.11549480046822924,-0.29815534385943,-0.1115021811889898
201610,-0.026253292005450568,0.01655178552502079,-0.1509922667759398,0.04573872594232553,-0.1780011942405062,0.06698205336429008,-0.17455648587641526,0.0723868982339031,-0.11060123938732325,0.07638679035956797,-0.08218673945563237,0.03746404203880804
201611,-0.005210599521066506,0.005252246464520827,-0.004258055939962313,0.03587459595520648,0.03513056712831342,0.07607401500433442,-0.019454300395190582,-0.024794786084793907,0.04011197842753045,0.0049978090227836836,-0.00033887398322618445,0.01717920739148293
201612,-0.017210912729645145,0.022297147488055225,-0.02988121123749443,-0.031924269015261686,-0.00021243172040774638,0.021474563747502673,-0.039379950391301266,0.03935997539515712,-0.060229550106328134,0.06356780840967013,-0.020505165792988445,0.016664437995027037
201701,0.0002877938318571749,0.004302786039882434,-0.030421314519110343,-0.016026153830996703,-0.02208902711222116,0.012744946478144281,-0.023704367269656412,0.039286733569549814,-0.03569826685741839,0.06664327217515131,-0.013642539156137667,0.005935654332929974
201702,-0.0032866399287403425,0.0009207600686477191,-0.010517340470952652,-0.009490314470486538,0.004292266315048754,0.011771942281078918,0.004138953734482587,-0.0030311409723902116,-0.027085649354876118,-0.03417778627256207,-0.0047373006325939215,-0.001930863489719492
201703,-0.012542617048552307,-0.013155378851015032,-0.02164332922459633,-0.021008554799074153,0.0033762551973315347,0.006634430496052612,0.012280949095733629,0.014704939994103272,-0.005603109750619062,-0.004650010523716164,-0.011555083242152264,-0.01106149640202414
201704,-0.04807960892773688,-0.03481558975096255,-0.07189134698425104,-0.034143192108584186,-0.06301797203396298,-0.03767449959412872,-0.032640106009433234,-0.029919957108646145,0.059754488897889035,0.0044251792467694395,-0.04782042475587267,-0.03257291306749477
201705,0.026452391008485843,0.03981414091329227,-0.0510049367801535,0.011275531174634534,-0.056750769933190615,0.032197652937035026,-0.02762467476946795,0.03875391064919953,0.03194192332907564,0.012287071224455604,0.010855681738624168,0.03521954744554867
201706,-0.01565175319180523,-0.01718126589016311,-0.009286399208990215,-0.01378887880311086,-0.02908348035546693,-0.01904072441370408,0.008401085483379478,0.026384281462954573,0.012867612043018894,0.05757753317624459,-0.012571539487374439,-0.009156020027461853
201707,-0.03595835012735149,-0.024553096476234604,-0.059419726807032,-0.05056351765340472,-0.015176928458161765,-0.011502739011195473,-0.033267245174591675,-0.03321665802779861,-0.05805821838881231,-0.053050988496134766,-0.03954810136717857,-0.031228855568078417
201708,-0.04490432909645947,0.03623232435861912,-0.09881395150851024,0.03666004369115938,-0.1470812921041449,0.06845806738152205,-0.061576953073972485,0.0722880123355617,0.01015522612345865,0.07682380547193424,-0.06630456847998856,0.042738677060422114
201709,-0.002217496824811649,-0.0021368159202019843,-0.008206228393607518,-0.008043896698805675,-0.01800590094882004,-0.01786571304184803,-0.0006537430181798864,-0.0011441432807106633,0.021419475651987097,0.020190381305682625,-0.004340213305342511,-0.004332431212644705
201710,0.006035770594790879,0.015620458867815712,-0.0068727113078448365,0.006245712142079918,-0.02518643201879378,0.015294619430258671,-0.032967524348662014,0.01358967372243236,-0.06307626510000297,0.04397779671890789,-0.006253315635191603,0.015160845816752477
201711,-0.00702788155641354,0.0028032299793263604,-0.009131081620062043,-0.0074794012350021255,-0.02770383014235933,-0.017764574717194392,0.006255914089444703,0.009946477656606723,-0.04443906264817876,0.018483414035861623,-0.0077619164997762,5.933356350928953e-05
201712,-0.00567835648716275,0.02475102246471028,-0.00385611174346856,0.011797060387358949,0.011894753138986025,0.029181193843681008,-0.045543329886812645,0.052019054259429987,-0.08829538892761812,0.0832397315881458,-0.01067547862820506,0.02808854630141211
201801,-0.17095356985544097,-0.06637490774216803,-0.17556290275331676,-0.04291769889507635,-0.24309650819784023,-0.06334731302335395,-0.39068364991870586,-0.09368982924194236,-0.5481859387148853,-0.14249382699927637,-0.22213055212627775,-0.06737250636989578
201802,0.0017116027019226099,0.001988384425149259,-0.00936165114860632,-0.008615708444426273,-0.004699799285205808,-0.004535661597257157,-0.009240646903811545,-0.009556842656925246,-0.058477749263461165,-0.0667144075362518,-0.0026164486401611953,-0.002498132657254404
201803,0.006206981309569981,0.00508587511333114,-0.010084462741363875,-0.001234366915632057,-0.007970953624434785,0.0037280027213921763,0.0008533526958882653,0.006081345679767924,-0.014526282338272134,-0.015434110942809331,-0.0022156509076836084,0.0022209337273777496
201804,-0.009174003445497458,0.010717841865397482,-0.06066437605784003,0.03422277675002161,-0.06495805220536632,0.034007928091138284,-0.06169682163257795,0.03873862418562579,-0.002424784669279756,0.0551863809386588,-0.02677062580877032,0.02033074475053509
201805,0.0038711106983888577,0.003958415747274735,-0.002692226254127128,-0.002826472983977091,0.0010240695060615979,0.002565646361443963,0.0006780205091261315,0.005117739097366791,-0.0048276702614404865,0.0029863231310538474,0.0022144078071004714,0.002759539765515573
201806,-0.31635843032755484,-0.3211420678413053,-0.21841567174914234,-0.22069603533775006,-0.09837987805908188,-0.09176599965299292,-0.20138435729322324,-0.18810605219855447,-0.19124033971839727,-0.16787620653311253,-0.2333228358202304,-0.23254105953978854
201807,-0.06414761096035182,-0.06258505473504727,-0.03201997299386439,-0.012672237900377636,-0.06217458793630315,-0.019066617163045585,-0.05049335821461609,0.015084814980152461,-0.05369007698017181,-0.00033019300357683967,-0.05547769381739154,-0.032299295566423414
201808,-0.15946073854192844,-0.15099198682185633,-0.194344383313255,-0.17415915584989272,-0.12340903868371211,-0.11278025247414769,-0.4086870551372055,-0.35831354915182456,-0.20065227636399774,-0.237107007802015,-0.17042801529533458,-0.15884794564329296
201809,-0.39137071793403555,-0.19721686912660585,-0.9624007000275576,-0.27895634035941996,-1.4898680511084743,-0.35793216509395287,-1.8867565624859264,-0.38625977109185206,-1.6167569314940744,-0.37416610176750287,-0.8018255285667255,-0.27000828708919844
