yyyymm,r2_std_cs,r2_wtd_cs,r2_std_zero,r2_wtd_zero
202202,-0.0010960517697575778,-0.019776350859790126,0.00687526227886448,0.03122251712241164
202203,-0.5505747650194814,-1.0093125442823072,-0.07031503463390609,-0.083721483188272
202204,-0.03963052897198094,-0.03769367393284462,-0.02197361189136471,-0.028453608684672504
202205,-0.1855009206960887,-0.8383714963107944,-0.0394447832893583,-0.09761051602962012
202206,-0.09771510331690192,-0.3655867901202732,0.03801626937745273,0.07152354011658091
202207,-0.0129781918630687,-0.14623513956125045,-0.010058139533479338,-0.0807644348672174
202208,-0.6345331892126003,-1.2990862376051742,-0.07942998369326082,-0.11941170925524447
202209,-0.03532014613316603,-0.09517477913117856,0.026348816472276826,0.056569124576380414
202210,-0.0017386628968802942,-0.0233108986995898,0.005080931444973014,0.048067058960003184
202211,-0.09194845955016429,-0.5030940938131987,-0.028504611409892577,-0.09173723635377073
202212,-0.1508237315833032,-0.45516086236797326,0.0254775580591049,0.06837270391331407
202301,-0.11027139364076599,-0.002443590980184096,-0.037717831224828524,-0.05070419898444478
202302,-0.12317444663176924,0.29820746522640007,-0.03870465569155157,0.05100133287455866
202303,-0.006959001616507754,-0.07595755079172628,-0.0037343372633005245,-0.033580255541985515
202304,-0.007644515146250086,0.05140576314302159,-0.005284704548804253,0.023648144159305717
202305,-0.05083501791877576,-0.35184589081078754,0.02373975967247155,0.0740234212302443
202306,-0.04212623940029747,-0.1874274464736958,0.013741066583877637,0.028124164238450655
