quintile,r2_pooled_pct,r2_own_pct,delta_pp,n_predictions
Q1,0.5712671899831712,0.2061850027256562,-0.36508218725751496,729104
Q2,-0.15523071139151856,-0.8314767957115388,-0.6762460843200202,377396
Q3,-0.15830172037525347,-0.9549508480476643,-0.7966491276724108,314188
Q4,-0.12379418038397372,-1.758483056645077,-1.6346888762611034,249102
Q5,-0.14389935798022613,-1.9036588618675854,-1.7597595038873592,222134
